PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON
Luol Deng,SF,25,CHI,82,82,39.1,6.5,14.1,.460,1.4,4.1,.345,5.1,10.0,.506,.510,3.1,4.1,.753,1.4,4.4,5.8,2.8,1.0,0.6,1.9,2.0,17.4,2010-11
Taj Gibson,PF,25,CHI,80,19,21.8,2.9,6.3,.466,0.0,0.1,.125,2.9,6.2,.472,.467,1.3,1.9,.676,2.0,3.7,5.7,0.7,0.5,1.3,0.9,2.5,7.1,2010-11
Kyle Korver,SG,29,CHI,82,0,20.1,3.0,6.8,.434,1.5,3.5,.415,1.5,3.3,.455,.542,0.9,1.1,.885,0.1,1.7,1.8,1.5,0.4,0.2,0.7,1.9,8.3,2010-11
John Lucas III,PG,28,CHI,2,0,5.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.0,1.0,.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,2010-11
Joakim Noah,C,25,CHI,48,48,32.8,4.4,8.4,.525,0.0,0.0,.000,4.4,8.4,.526,.525,2.9,3.9,.739,3.8,6.6,10.4,2.2,1.0,1.5,1.9,3.3,11.7,2010-11
Derrick Rose,PG,22,CHI,81,81,37.4,8.8,19.7,.445,1.6,4.8,.332,7.2,15.0,.481,.485,5.9,6.9,.858,1.0,3.1,4.1,7.7,1.0,0.6,3.4,1.7,25.0,2010-11
Brian Scalabrine,PF,32,CHI,18,0,4.9,0.6,1.1,.526,0.0,0.3,.000,0.6,0.8,.714,.526,0.0,0.0,0,0.1,0.4,0.4,0.3,0.2,0.2,0.3,1.0,1.1,2010-11
Kurt Thomas,PF,38,CHI,52,37,22.7,1.8,3.6,.511,0.0,0.0,1.000,1.8,3.6,.508,.513,0.4,0.6,.625,1.4,4.3,5.8,1.2,0.6,0.8,0.8,3.2,4.1,2010-11
C.J. Watson,PG,26,CHI,82,1,13.3,1.8,4.8,.371,0.5,1.4,.393,1.2,3.4,.362,.426,0.8,1.1,.742,0.2,1.0,1.1,2.3,0.7,0.1,0.9,1.0,4.9,2010-11
D.J. Augustin,PG,23,CHA,82,82,33.6,4.9,11.7,.416,1.4,4.1,.333,3.5,7.6,.461,.474,3.3,3.6,.906,0.5,2.3,2.7,6.1,0.7,0.0,1.9,1.9,14.4,2010-11
Kwame Brown,C,28,CHA,66,50,26.0,2.9,5.7,.517,0.0,0.0,0,2.9,5.7,.517,.517,2.1,3.5,.589,2.2,4.6,6.8,0.7,0.4,0.6,1.0,2.6,7.9,2010-11
Matt Carroll,SG,30,CHA,54,1,10.8,1.6,3.7,.447,0.3,0.9,.370,1.3,2.8,.471,.490,0.7,1.0,.769,0.2,1.0,1.3,0.4,0.3,0.1,0.4,0.8,4.4,2010-11
Sherron Collins,PG,23,CHA,20,0,3.3,0.4,1.3,.280,0.1,0.5,.200,0.3,0.8,.333,.320,0.1,0.1,1.000,0.0,0.3,0.3,0.4,0.1,0.0,0.2,0.1,0.9,2010-11
Boris Diaw,PF,28,CHA,82,82,33.9,4.6,9.4,.492,1.0,2.8,.345,3.7,6.7,.553,.543,1.0,1.5,.683,1.3,3.8,5.0,4.1,0.9,0.6,2.0,2.3,11.3,2010-11
DeSagana Diop,C,29,CHA,16,0,11.3,0.5,1.5,.333,0.0,0.0,0,0.5,1.5,.333,.333,0.3,0.7,.364,0.8,1.8,2.5,0.4,0.3,0.9,0.7,1.6,1.3,2010-11
Gerald Henderson,SG,23,CHA,68,30,24.4,3.8,8.4,.454,0.1,0.5,.194,3.7,7.9,.472,.461,1.9,2.4,.785,0.7,2.3,3.0,1.5,0.7,0.5,0.9,1.7,9.6,2010-11
Stephen Jackson,SG,32,CHA,67,67,35.9,6.5,15.8,.411,1.8,5.4,.337,4.7,10.4,.449,.468,3.7,4.6,.816,0.8,3.7,4.5,3.6,1.2,0.4,3.1,2.4,18.5,2010-11
Shaun Livingston,PG,25,CHA,73,0,17.3,2.5,5.4,.466,0.0,0.1,.250,2.5,5.4,.468,.467,1.5,1.7,.864,0.4,1.6,2.0,2.2,0.6,0.4,1.2,1.5,6.6,2010-11
Dominic McGuire,SF,25,CHA,52,8,14.6,1.4,3.5,.396,0.0,0.0,.000,1.4,3.5,.400,.396,0.6,0.8,.769,1.2,2.6,3.8,0.8,0.2,0.6,0.5,1.8,3.3,2010-11
Eduardo NÃ¡jera,PF,34,CHA,31,0,12.0,0.8,2.3,.361,0.4,1.1,.324,0.5,1.2,.395,.438,0.2,0.4,.545,0.5,1.0,1.4,0.6,0.4,0.2,0.4,1.7,2.2,2010-11
Tyrus Thomas,C,24,CHA,41,2,21.0,3.8,8.1,.471,0.0,0.1,.000,3.8,8.0,.476,.471,2.6,3.3,.787,1.6,3.9,5.5,0.7,0.7,1.6,1.6,2.8,10.2,2010-11
Christian Eyenga,SF,21,CLE,44,18,21.5,3.0,7.0,.425,0.6,2.1,.275,2.4,4.9,.488,.466,0.4,0.6,.643,0.6,2.2,2.8,0.8,0.8,0.6,1.1,1.8,6.9,2010-11
Daniel Gibson,SG,24,CLE,67,15,27.8,3.9,9.9,.400,1.8,4.4,.403,2.2,5.5,.398,.489,2.0,2.4,.822,0.4,2.3,2.6,3.0,0.7,0.3,1.2,2.3,11.6,2010-11
Joey Graham,SF,28,CLE,39,8,15.0,2.1,4.6,.458,0.2,0.8,.300,1.9,3.8,.490,.483,0.7,0.9,.806,0.2,1.9,2.2,0.5,0.2,0.2,0.7,1.9,5.2,2010-11
Manny Harris,SG,21,CLE,54,15,17.3,2.0,5.4,.374,0.6,1.7,.370,1.4,3.6,.376,.433,1.3,1.7,.763,0.7,1.9,2.6,1.6,0.6,0.1,1.2,1.2,5.9,2010-11
J.J. Hickson,C,22,CLE,80,66,28.2,5.4,11.7,.458,0.0,0.1,.000,5.4,11.6,.461,.458,3.1,4.6,.673,2.7,6.0,8.7,1.1,0.6,0.7,2.2,2.7,13.8,2010-11
Ryan Hollins,C,26,CLE,70,16,16.9,1.9,3.1,.598,0.0,0.0,0,1.9,3.1,.598,.598,1.6,2.3,.681,1.0,1.7,2.7,0.4,0.3,0.6,1.0,2.8,5.3,2010-11
Antawn Jamison,PF,34,CLE,56,38,32.9,6.7,15.6,.427,1.6,4.7,.346,5.1,10.9,.462,.479,3.1,4.2,.731,1.5,5.2,6.7,1.7,0.9,0.5,1.4,2.4,18.0,2010-11
Anthony Parker,SF,35,CLE,72,65,29.0,3.1,7.7,.399,1.2,3.2,.379,1.9,4.5,.412,.476,1.0,1.3,.779,0.5,2.6,3.0,3.0,0.9,0.1,1.1,1.5,8.3,2010-11
Samardo Samuels,PF,22,CLE,37,10,18.9,3.0,6.5,.456,0.0,0.1,.000,3.0,6.4,.462,.456,1.8,3.0,.618,2.0,2.2,4.3,0.5,0.4,0.5,1.4,2.4,7.8,2010-11
Ramon Sessions,PG,24,CLE,81,38,26.3,4.5,9.6,.466,0.0,0.2,.200,4.4,9.4,.472,.468,4.3,5.2,.823,0.6,2.6,3.1,5.2,0.7,0.1,2.2,1.1,13.3,2010-11
Anderson Varejão,C,28,CLE,31,31,32.1,3.7,7.0,.528,0.0,0.1,.000,3.7,6.9,.533,.528,1.7,2.6,.667,3.2,6.5,9.7,1.5,0.9,1.2,1.3,2.8,9.1,2010-11
Jawad Williams,SF,27,CLE,26,1,15.0,1.6,4.8,.325,0.5,1.7,.289,1.1,3.1,.346,.377,0.3,0.5,.750,0.3,1.6,1.8,0.8,0.3,0.1,0.6,1.3,4.0,2010-11
J.J. Barea,PG,26,DAL,81,2,20.6,3.5,8.0,.439,0.8,2.3,.349,2.7,5.7,.476,.490,1.6,1.9,.847,0.4,1.6,2.0,3.9,0.4,0.0,1.7,1.7,9.5,2010-11
Rodrigue Beaubois,PG,22,DAL,28,26,17.7,3.4,8.0,.422,0.9,3.0,.301,2.5,5.0,.493,.478,0.8,1.1,.767,0.3,1.6,1.9,2.3,0.7,0.3,1.7,2.7,8.4,2010-11
Caron Butler,SF,30,DAL,29,29,29.9,5.9,13.0,.450,1.0,2.2,.431,4.9,10.8,.454,.487,2.3,3.0,.773,0.8,3.3,4.1,1.6,1.0,0.3,1.7,2.0,15.0,2010-11
Brian Cardinal,SF,33,DAL,56,4,11.0,0.8,1.8,.430,0.8,1.6,.483,0.0,0.2,.077,.640,0.3,0.3,.944,0.2,0.9,1.1,0.7,0.4,0.1,0.3,1.5,2.6,2010-11
Tyson Chandler,C,28,DAL,74,74,27.8,3.6,5.5,.654,0.0,0.0,0,3.6,5.5,.654,.654,2.9,4.0,.732,2.8,6.6,9.4,0.4,0.5,1.1,1.2,3.2,10.1,2010-11
Brendan Haywood,C,31,DAL,72,8,18.5,1.8,3.1,.574,0.0,0.0,.000,1.8,3.1,.577,.574,0.9,2.5,.362,1.8,3.4,5.2,0.3,0.2,1.0,0.7,2.0,4.4,2010-11
Dominique Jones,SG,22,DAL,18,0,7.5,0.8,2.5,.311,0.0,0.2,.000,0.8,2.3,.341,.311,0.8,0.9,.824,0.3,1.1,1.4,1.1,0.3,0.2,0.6,0.4,2.3,2010-11
Jason Kidd,PG,37,DAL,80,80,33.2,2.7,7.5,.361,1.7,4.9,.340,1.0,2.6,.400,.472,0.8,1.0,.870,0.4,4.0,4.4,8.2,1.7,0.4,2.2,1.5,7.9,2010-11
Ian Mahinmi,C,24,DAL,56,0,8.7,1.0,1.8,.561,0.0,0.0,.000,1.0,1.7,.573,.561,1.1,1.5,.768,0.8,1.4,2.1,0.1,0.3,0.3,0.4,1.9,3.1,2010-11
Shawn Marion,SF,32,DAL,80,27,28.2,5.4,10.4,.520,0.1,0.4,.152,5.4,10.0,.536,.523,1.6,2.1,.768,2.1,4.8,6.9,1.4,0.9,0.6,1.6,1.8,12.5,2010-11
Dirk Nowitzki,PF,32,DAL,73,73,34.3,8.4,16.2,.517,0.9,2.3,.393,7.5,13.8,.538,.545,5.4,6.1,.892,0.7,6.3,7.0,2.6,0.5,0.6,1.9,2.4,23.0,2010-11
DeShawn Stevenson,SG,29,DAL,72,54,16.1,1.8,4.6,.388,1.3,3.5,.378,0.5,1.1,.420,.530,0.5,0.6,.767,0.3,1.2,1.5,1.1,0.3,0.1,0.6,1.0,5.3,2010-11
Jason Terry,SG,33,DAL,82,10,31.3,6.0,13.3,.451,1.5,4.3,.362,4.5,9.0,.493,.509,2.2,2.6,.850,0.3,1.6,1.9,4.1,1.1,0.2,2.0,1.7,15.8,2010-11
Arron Afflalo,SG,25,DEN,69,69,33.7,4.5,9.1,.498,1.5,3.6,.423,3.0,5.5,.546,.581,2.0,2.4,.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,2.2,12.6,2010-11
Chris Andersen,C,32,DEN,45,0,16.3,1.8,3.0,.599,0.0,0.0,.000,1.8,3.0,.603,.599,1.9,3.0,.637,1.7,3.2,4.9,0.4,0.5,1.3,0.6,1.8,5.6,2010-11
Melvin Ely,C,32,DEN,30,2,12.2,0.9,1.7,.549,0.0,0.0,0,0.9,1.7,.549,.549,0.4,0.7,.619,0.9,1.6,2.5,0.5,0.1,0.4,0.5,1.7,2.3,2010-11
Gary Forbes,SF,25,DEN,63,11,12.6,2.0,4.3,.454,0.3,0.9,.328,1.7,3.4,.488,.489,0.9,1.4,.678,0.4,1.4,1.8,0.8,0.4,0.1,0.7,1.2,5.2,2010-11
Al Harrington,PF,30,DEN,73,3,22.8,3.8,9.2,.416,1.6,4.5,.357,2.2,4.8,.473,.503,1.2,1.6,.735,1.0,3.5,4.5,1.4,0.5,0.1,1.5,2.8,10.5,2010-11
Nenê Hilário,C,28,DEN,75,75,30.5,5.4,8.7,.615,0.0,0.1,.200,5.3,8.7,.618,.615,3.8,5.4,.711,1.9,5.7,7.6,2.0,1.1,1.0,1.8,3.2,14.5,2010-11
Ty Lawson,PG,23,DEN,80,31,26.3,4.3,8.6,.503,0.9,2.1,.404,3.5,6.5,.536,.553,2.2,2.8,.764,0.8,1.8,2.6,4.7,1.0,0.1,1.7,1.7,11.7,2010-11
Kenyon Martin,PF,33,DEN,48,48,25.7,3.9,7.5,.511,0.0,0.2,.222,3.8,7.4,.518,.514,0.9,1.5,.583,1.4,4.8,6.2,2.3,0.9,0.7,1.2,2.8,8.6,2010-11
J.R. Smith,SF,25,DEN,79,6,24.9,4.3,9.9,.435,1.6,4.0,.390,2.7,5.9,.466,.514,2.1,2.8,.738,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2,12.3,2010-11
Will Bynum,PG,28,DET,61,5,18.4,3.0,6.7,.448,0.3,0.8,.320,2.7,5.8,.466,.468,1.7,2.0,.836,0.2,1.0,1.2,3.2,0.9,0.1,1.4,1.9,7.9,2010-11
Austin Daye,SF,22,DET,72,16,20.1,2.7,6.5,.410,1.0,2.4,.401,1.7,4.2,.415,.483,1.1,1.5,.759,0.9,2.9,3.8,1.1,0.5,0.5,0.8,2.3,7.5,2010-11
Ben Gordon,SG,27,DET,82,27,26.0,4.1,9.4,.440,1.3,3.2,.402,2.8,6.1,.460,.510,1.7,2.0,.850,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2,11.2,2010-11
Richard Hamilton,SG,32,DET,55,39,27.2,5.2,12.2,.429,1.0,2.6,.382,4.2,9.6,.442,.470,2.7,3.1,.849,0.4,1.9,2.3,3.1,0.7,0.1,1.6,1.7,14.1,2010-11
Jason Maxiell,PF,27,DET,57,14,16.3,1.6,3.3,.492,0.0,0.0,0,1.6,3.3,.492,.492,0.9,1.7,.515,1.2,1.9,3.0,0.3,0.4,0.4,0.8,1.6,4.2,2010-11
Tracy McGrady,SG,31,DET,72,39,23.4,3.2,7.1,.442,0.4,1.2,.341,2.7,5.9,.462,.471,1.3,1.8,.698,0.7,2.8,3.5,3.5,0.9,0.5,1.4,1.4,8.0,2010-11
Greg Monroe,C,20,DET,80,48,27.8,3.8,6.9,.551,0.0,0.0,.000,3.8,6.9,.552,.551,1.8,2.9,.622,3.1,4.4,7.5,1.3,1.2,0.6,1.0,2.5,9.4,2010-11
Tayshaun Prince,SF,30,DET,78,78,32.8,6.1,12.8,.473,0.4,1.3,.347,5.6,11.6,.486,.490,1.5,2.2,.702,1.0,3.2,4.2,2.8,0.4,0.5,1.1,1.2,14.1,2010-11
Rodney Stuckey,PG,24,DET,70,54,31.2,5.2,11.8,.439,0.4,1.3,.289,4.8,10.5,.457,.455,4.7,5.4,.866,1.0,2.1,3.1,5.2,1.1,0.1,2.2,2.5,15.5,2010-11
DaJuan Summers,SF,23,DET,22,1,9.0,1.3,3.1,.406,0.4,1.0,.429,0.9,2.2,.396,.471,0.4,0.9,.450,0.1,0.5,0.5,0.1,0.1,0.0,0.6,1.0,3.4,2010-11
Charlie Villanueva,PF,26,DET,76,11,21.9,4.1,9.3,.442,1.6,4.3,.387,2.5,5.1,.488,.530,1.2,1.5,.767,0.7,3.2,3.9,0.6,0.6,0.6,0.9,2.3,11.1,2010-11
Ben Wallace,C,36,DET,54,49,22.9,1.2,2.8,.450,0.0,0.0,.500,1.2,2.7,.449,.453,0.4,1.1,.333,2.4,4.1,6.5,1.3,1.0,1.0,0.8,1.5,2.9,2010-11
Chris Wilcox,PF,28,DET,57,29,17.5,3.3,5.6,.581,0.0,0.0,.000,3.3,5.6,.583,.581,0.9,1.6,.562,1.7,3.1,4.8,0.8,0.5,0.3,0.8,2.5,7.4,2010-11
Jeff Adrien,PF,24,GSW,23,0,8.5,1.0,2.3,.426,0.0,0.0,0,1.0,2.3,.426,.426,0.5,0.8,.579,1.0,1.5,2.5,0.4,0.2,0.2,0.4,1.2,2.5,2010-11
Lou Amundson,PF,28,GSW,46,7,15.0,1.8,4.0,.454,0.0,0.0,0,1.8,4.0,.454,.454,0.7,1.9,.391,1.8,2.3,4.0,0.4,0.3,0.7,0.5,1.9,4.3,2010-11
Charlie Bell,SG,31,GSW,19,0,9.0,0.6,2.3,.279,0.3,1.1,.286,0.3,1.2,.273,.349,0.1,0.2,.500,0.3,0.6,0.9,0.7,0.3,0.1,0.3,0.7,1.7,2010-11
Andris Biedriņš,C,24,GSW,59,55,23.7,2.4,4.5,.534,0.0,0.0,0,2.4,4.5,.534,.534,0.2,0.5,.323,2.5,4.8,7.2,1.0,0.9,0.9,1.0,3.4,5.0,2010-11
Stephen Curry,PG,22,GSW,74,74,33.6,6.8,14.2,.480,2.0,4.6,.442,4.8,9.6,.498,.551,2.9,3.1,.934,0.7,3.2,3.9,5.8,1.5,0.3,3.1,3.1,18.6,2010-11
Monta Ellis,SG,25,GSW,80,80,40.3,9.1,20.1,.451,1.7,4.7,.361,7.4,15.4,.478,.493,4.3,5.4,.789,0.6,3.0,3.5,5.6,2.1,0.3,3.2,2.5,24.1,2010-11
David Lee,PF,27,GSW,73,73,36.1,6.8,13.4,.507,0.0,0.0,.333,6.8,13.4,.508,.508,2.9,3.7,.787,3.0,6.8,9.8,3.2,1.0,0.4,2.3,2.9,16.5,2010-11
Jeremy Lin,PG,22,GSW,29,0,9.8,1.0,2.5,.389,0.0,0.2,.200,0.9,2.3,.403,.396,0.7,0.9,.760,0.4,0.8,1.2,1.4,1.1,0.3,0.6,1.1,2.6,2010-11
Vladimir Radmanović,PF,30,GSW,74,6,15.8,1.9,4.3,.431,0.9,2.3,.405,0.9,2.0,.462,.541,0.4,0.5,.882,0.9,2.0,2.9,1.1,0.6,0.6,0.8,2.1,5.1,2010-11
Ekpe Udoh,C,23,GSW,58,18,17.8,1.7,3.8,.437,0.0,0.0,0,1.7,3.8,.437,.437,0.7,1.1,.656,1.4,1.7,3.1,0.7,0.4,1.5,0.8,2.5,4.1,2010-11
Reggie Williams,SF,24,GSW,80,9,20.3,3.4,7.2,.469,1.3,3.0,.423,2.1,4.1,.502,.558,1.3,1.7,.746,0.6,2.1,2.7,1.5,0.4,0.0,0.7,1.6,9.2,2010-11
Dorell Wright,SF,25,GSW,82,82,38.4,5.9,14.0,.423,2.4,6.3,.376,3.5,7.7,.462,.508,2.2,2.8,.789,1.1,4.2,5.3,3.0,1.5,0.8,1.6,2.1,16.4,2010-11
Chase Budinger,SF,22,HOU,78,22,22.3,3.6,8.4,.425,1.1,3.5,.325,2.4,4.9,.497,.493,1.5,1.8,.855,0.7,2.9,3.6,1.6,0.5,0.2,0.9,1.5,9.8,2010-11
Mike Harris,PF,27,HOU,4,0,4.0,0.8,1.5,.500,0.0,0.0,0,0.8,1.5,.500,.500,0.5,1.0,.500,0.5,0.8,1.3,0.3,0.0,0.3,0.3,0.5,2.0,2010-11
