PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON
Joakim Noah,C,24,CHI,64,54,30.1,4.1,8.1,.504,0.0,0.0,0,4.1,8.1,.504,.504,2.5,3.4,.744,3.4,7.6,11.0,2.1,0.5,1.6,1.8,3.1,10.7,2009-10
Jannero Pargo,PG,30,CHI,63,5,13.2,2.1,6.0,.346,0.6,2.2,.275,1.5,3.9,.387,.396,0.7,0.7,.933,0.1,1.1,1.2,1.4,0.5,0.0,0.8,1.1,5.5,2009-10
Chris Richard,PF,25,CHI,18,0,12.4,0.8,1.6,.517,0.0,0.0,0,0.8,1.6,.517,.517,0.4,0.6,.636,1.1,2.2,3.3,0.4,0.4,0.2,0.8,2.8,2.1,2009-10
Derrick Rose,PG,21,CHI,78,78,36.8,8.6,17.6,.489,0.2,0.8,.267,8.4,16.8,.500,.495,3.3,4.3,.766,0.8,2.9,3.8,6.0,0.7,0.3,2.8,1.2,20.8,2009-10
Alexis AjinÃ§a,C,21,CHA,6,0,5.0,0.8,1.7,.500,0.0,0.0,0,0.8,1.7,.500,.500,0.0,0.2,.000,0.2,0.5,0.7,0.0,0.2,0.2,0.3,0.8,1.7,2009-10
D.J. Augustin,PG,22,CHA,80,2,18.4,2.1,5.4,.386,0.9,2.2,.393,1.2,3.2,.381,.467,1.3,1.6,.779,0.1,1.1,1.2,2.4,0.6,0.1,0.9,1.6,6.4,2009-10
Derrick Brown,SF,22,CHA,57,0,9.4,1.2,2.6,.463,0.0,0.1,.286,1.2,2.5,.471,.469,0.8,1.3,.667,0.5,0.8,1.4,0.3,0.4,0.2,0.3,0.9,3.3,2009-10
Tyson Chandler,C,27,CHA,51,27,22.8,2.1,3.7,.574,0.0,0.0,0,2.1,3.7,.574,.574,2.3,3.1,.732,2.2,4.0,6.3,0.3,0.3,1.1,1.8,2.7,6.5,2009-10
Boris Diaw,PF,27,CHA,82,82,35.4,4.5,9.4,.483,0.8,2.5,.320,3.7,6.9,.541,.525,1.4,1.8,.769,1.6,3.6,5.2,4.0,0.7,0.7,2.2,2.7,11.3,2009-10
DeSagana Diop,C,28,CHA,27,0,9.7,0.6,1.1,.517,0.0,0.0,0,0.6,1.1,.517,.517,0.1,0.3,.222,0.9,1.5,2.4,0.2,0.2,0.5,0.4,1.1,1.2,2009-10
Raymond Felton,PG,25,CHA,80,80,33.0,4.9,10.6,.459,0.8,2.0,.385,4.1,8.6,.475,.494,1.7,2.2,.763,0.7,2.9,3.6,5.6,1.5,0.3,2.1,2.2,12.1,2009-10
Stephen Graham,SG,27,CHA,70,8,11.5,1.7,3.4,.496,0.2,0.7,.320,1.5,2.7,.542,.529,0.6,0.9,.646,0.3,1.6,1.9,0.3,0.3,0.1,0.5,1.3,4.2,2009-10
Gerald Henderson,SG,22,CHA,43,0,8.3,0.9,2.4,.356,0.1,0.4,.211,0.8,2.0,.388,.375,0.8,1.1,.745,0.3,0.9,1.3,0.3,0.2,0.2,0.3,0.6,2.6,2009-10
Nazr Mohammed,C,32,CHA,58,29,17.0,3.3,5.9,.553,0.0,0.0,0,3.3,5.9,.553,.553,1.4,2.2,.648,2.0,3.3,5.2,0.5,0.3,0.7,0.9,1.8,7.9,2009-10
Vladimir RadmanoviÄ‡,PF,29,CHA,8,0,16.6,1.8,5.3,.333,0.9,2.8,.318,0.9,2.5,.350,.417,0.5,0.8,.667,1.0,2.6,3.6,0.9,0.4,0.1,0.6,2.3,4.9,2009-10
Gerald Wallace,SF,27,CHA,76,76,41.0,6.0,12.4,.484,0.7,1.8,.371,5.3,10.6,.503,.511,5.6,7.2,.776,2.0,8.1,10.0,2.1,1.5,1.1,2.3,2.6,18.2,2009-10
Daniel Gibson,PG,23,CLE,56,10,19.1,2.2,4.8,.466,1.3,2.7,.477,1.0,2.1,.454,.599,0.6,0.9,.694,0.2,1.1,1.3,1.3,0.4,0.1,0.6,1.4,6.3,2009-10
Danny Green,SG,22,CLE,20,0,5.8,0.8,2.0,.385,0.3,1.1,.273,0.5,0.9,.529,.462,0.2,0.3,.667,0.4,0.5,0.9,0.3,0.3,0.2,0.3,0.5,2.0,2009-10
J.J. Hickson,PF,21,CLE,81,73,20.9,3.6,6.4,.554,0.0,0.0,.000,3.6,6.4,.555,.554,1.4,2.0,.681,1.4,3.6,4.9,0.5,0.4,0.5,1.1,1.6,8.5,2009-10
Zydrunas Ilgauskas,C,34,CLE,64,6,20.9,3.0,6.8,.443,0.2,0.4,.478,2.9,6.5,.441,.455,1.2,1.6,.743,1.8,3.6,5.4,0.8,0.2,0.8,1.0,2.9,7.4,2009-10
LeBron James,SF,25,CLE,76,76,39.0,10.1,20.1,.503,1.7,5.1,.333,8.4,15.0,.560,.545,7.8,10.2,.767,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7,2009-10
Jamario Moon,SF,29,CLE,61,2,17.2,1.9,4.0,.462,0.5,1.6,.320,1.3,2.4,.558,.526,0.6,0.7,.800,0.4,2.7,3.1,0.8,0.6,0.5,0.4,1.1,4.9,2009-10
Shaquille O'Neal,C,37,CLE,53,53,23.4,4.9,8.7,.566,0.0,0.0,.000,4.9,8.7,.567,.566,2.1,4.3,.496,1.8,4.9,6.7,1.5,0.3,1.2,2.0,3.2,12.0,2009-10
Anthony Parker,SG,34,CLE,81,81,28.3,2.5,5.9,.434,1.3,3.2,.414,1.2,2.6,.458,.547,0.9,1.2,.789,0.4,2.5,2.9,1.9,0.8,0.2,0.9,1.9,7.3,2009-10
Leon Powe,SF,26,CLE,20,2,11.8,1.1,2.5,.429,0.0,0.0,0,1.1,2.5,.429,.429,1.9,3.2,.587,1.0,2.1,3.1,0.0,0.3,0.1,0.6,1.8,4.0,2009-10
Anderson Varejão,PF,27,CLE,76,7,28.5,3.5,6.1,.572,0.0,0.1,.200,3.5,6.1,.576,.573,1.5,2.3,.663,2.5,5.1,7.6,1.1,0.9,0.9,0.9,2.9,8.6,2009-10
Delonte West,SG,26,CLE,60,3,25.0,3.2,7.3,.445,0.4,1.3,.325,2.8,6.0,.471,.474,1.9,2.4,.810,0.5,2.3,2.8,3.3,0.9,0.5,1.5,1.4,8.8,2009-10
Jawad Williams,PG,26,CLE,54,6,13.7,1.5,3.8,.393,0.6,1.7,.323,0.9,2.1,.451,.466,0.6,0.8,.711,0.3,1.2,1.5,0.6,0.2,0.1,0.3,1.4,4.1,2009-10
Mo Williams,PG,27,CLE,69,68,34.2,5.5,12.4,.442,2.3,5.4,.429,3.2,7.0,.452,.535,2.6,2.9,.894,0.4,2.6,3.0,5.3,1.0,0.3,2.5,2.5,15.8,2009-10
J.J. Barea,PG,25,DAL,78,18,19.8,3.0,6.8,.440,0.7,2.0,.357,2.3,4.7,.476,.493,1.0,1.2,.844,0.2,1.7,1.9,3.3,0.4,0.1,1.3,1.5,7.6,2009-10
Rodrigue Beaubois,PG,21,DAL,56,16,12.5,2.8,5.3,.518,0.8,2.0,.409,2.0,3.4,.582,.594,0.8,0.9,.808,0.2,1.2,1.4,1.3,0.5,0.2,1.0,1.5,7.1,2009-10
Matt Carroll,SG,29,DAL,25,0,4.8,0.7,2.0,.360,0.2,0.8,.211,0.6,1.2,.452,.400,0.2,0.2,1.000,0.2,0.3,0.5,0.2,0.2,0.0,0.3,0.5,1.8,2009-10
Erick Dampier,C,34,DAL,55,47,23.3,2.4,3.9,.624,0.0,0.1,.333,2.4,3.8,.629,.627,1.1,1.8,.604,2.3,4.9,7.3,0.6,0.3,1.4,1.1,2.8,6.0,2009-10
Jason Kidd,PG,36,DAL,80,80,36.0,3.6,8.4,.423,2.2,5.2,.425,1.4,3.2,.420,.554,1.0,1.2,.808,0.6,5.0,5.6,9.1,1.8,0.4,2.4,1.8,10.3,2009-10
Shawn Marion,SF,31,DAL,75,75,31.8,5.3,10.4,.508,0.0,0.3,.158,5.2,10.1,.516,.510,1.4,1.9,.755,2.1,4.3,6.4,1.4,0.9,0.8,1.3,1.9,12.0,2009-10
Eduardo Nájera,PF,33,DAL,33,3,14.6,1.3,2.8,.452,0.5,1.4,.340,0.8,1.4,.565,.538,0.2,0.4,.667,0.7,1.7,2.3,0.4,0.5,0.4,0.4,1.8,3.3,2009-10
Dirk Nowitzki,PF,31,DAL,81,80,37.5,8.9,18.5,.481,0.6,1.5,.421,8.3,17.0,.487,.498,6.6,7.2,.915,1.0,6.7,7.7,2.7,0.9,1.0,1.8,2.6,25.0,2009-10
Jason Terry,SG,32,DAL,77,12,33.0,5.9,13.5,.438,1.8,4.8,.365,4.2,8.7,.479,.503,3.0,3.5,.866,0.2,1.6,1.8,3.8,1.2,0.2,1.4,1.8,16.6,2009-10
Tim Thomas,SF,32,DAL,18,1,15.8,2.7,5.9,.462,0.9,2.4,.372,1.8,3.5,.524,.538,1.2,1.3,.875,0.7,1.6,2.3,0.8,0.6,0.1,0.8,1.7,7.5,2009-10
Arron Afflalo,SG,24,DEN,82,75,27.1,3.3,7.1,.465,1.3,3.0,.434,2.0,4.1,.488,.557,0.9,1.2,.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8,2009-10
Malik Allen,PF,31,DEN,51,3,8.9,0.9,2.3,.397,0.0,0.1,.167,0.9,2.2,.409,.401,0.2,0.3,.923,0.7,0.9,1.6,0.3,0.2,0.1,0.4,1.3,2.1,2009-10
Chris Andersen,PF,31,DEN,76,0,22.3,1.9,3.3,.566,0.0,0.0,.000,1.9,3.3,.573,.566,2.2,3.1,.695,1.9,4.4,6.4,0.4,0.6,1.9,0.8,2.3,5.9,2009-10
Carmelo Anthony,SF,25,DEN,69,69,38.2,10.0,21.8,.458,0.9,2.7,.316,9.1,19.1,.478,.478,7.4,8.9,.830,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2,2009-10
Renaldo Balkman,SF,25,DEN,13,1,7.0,0.5,1.4,.333,0.0,0.5,.000,0.5,0.8,.545,.333,0.2,0.5,.333,0.3,1.5,1.8,0.5,0.6,0.2,0.5,1.2,1.1,2009-10
Chauncey Billups,PG,33,DEN,73,73,34.1,5.5,13.2,.418,2.2,5.6,.386,3.4,7.6,.441,.499,6.4,7.0,.910,0.3,2.8,3.1,5.6,1.1,0.1,2.4,2.1,19.5,2009-10
Anthony Carter,PG,34,DEN,54,7,15.9,1.4,3.4,.420,0.3,1.2,.270,1.1,2.2,.500,.467,0.2,0.2,.846,0.3,1.3,1.6,3.0,0.7,0.2,1.1,1.3,3.3,2009-10
Joey Graham,SF,27,DEN,63,18,12.0,1.7,3.2,.520,0.0,0.2,.154,1.6,3.0,.545,.525,0.9,1.2,.740,0.6,1.3,2.0,0.3,0.4,0.1,0.7,1.7,4.2,2009-10
Nenê Hilário,C,27,DEN,82,82,33.6,5.1,8.7,.587,0.0,0.0,.000,5.1,8.7,.589,.587,3.6,5.1,.704,2.0,5.6,7.6,2.5,1.4,1.0,1.5,3.4,13.8,2009-10
Ty Lawson,PG,22,DEN,65,8,20.3,3.1,6.0,.515,0.5,1.3,.410,2.6,4.7,.544,.559,1.6,2.2,.757,0.6,1.3,1.9,3.1,0.7,0.0,1.3,1.4,8.3,2009-10
Kenyon Martin,PF,32,DEN,58,58,34.2,4.9,10.7,.456,0.1,0.5,.276,4.7,10.2,.465,.463,1.6,2.9,.557,2.4,7.0,9.4,1.9,1.2,1.1,1.6,3.2,11.5,2009-10
Johan Petro,C,24,DEN,36,16,12.1,1.5,2.8,.535,0.0,0.0,.000,1.5,2.8,.540,.535,0.4,0.6,.667,0.9,2.7,3.6,0.4,0.3,0.4,0.6,2.2,3.4,2009-10
J.R. Smith,SG,24,DEN,75,0,27.8,5.7,13.8,.414,2.1,6.2,.338,3.6,7.5,.477,.491,1.9,2.7,.706,0.4,2.7,3.1,2.4,1.3,0.3,1.9,2.3,15.4,2009-10
Chucky Atkins,PG,35,DET,40,11,16.1,1.4,3.9,.363,0.6,1.8,.301,0.9,2.1,.417,.433,0.6,0.7,.926,0.1,0.6,0.7,2.3,0.4,0.0,0.8,1.3,4.0,2009-10
Kwame Brown,C,27,DET,48,1,13.8,1.3,2.6,.500,0.0,0.0,.000,1.3,2.6,.504,.500,0.7,2.0,.337,1.1,2.6,3.7,0.5,0.3,0.3,0.9,1.9,3.3,2009-10
Will Bynum,PG,27,DET,63,20,26.5,3.8,8.5,.444,0.2,0.9,.218,3.6,7.6,.470,.455,2.3,2.8,.798,0.4,1.9,2.3,4.5,0.9,0.1,1.8,2.3,10.0,2009-10
Austin Daye,SF,21,DET,69,4,13.3,2.0,4.3,.464,0.4,1.4,.305,1.6,2.9,.540,.514,0.7,0.8,.821,0.5,2.0,2.5,0.5,0.4,0.4,0.7,1.7,5.1,2009-10
Ben Gordon,SG,26,DET,62,17,27.9,4.7,11.3,.416,1.2,3.8,.321,3.5,7.5,.465,.470,3.2,3.7,.861,0.4,1.5,1.9,2.7,0.8,0.1,1.9,2.4,13.8,2009-10
Richard Hamilton,SG,31,DET,46,46,33.7,6.4,15.6,.409,0.9,3.0,.297,5.5,12.6,.435,.437,4.4,5.2,.846,0.7,2.0,2.7,4.4,0.7,0.1,2.5,2.5,18.1,2009-10
Jonas Jerebko,PF,22,DET,80,73,27.9,3.6,7.5,.481,0.5,1.4,.313,3.2,6.1,.520,.511,1.6,2.2,.710,2.4,3.6,6.0,0.7,1.0,0.4,1.0,2.9,9.3,2009-10
Jason Maxiell,C,26,DET,76,29,20.4,2.8,5.5,.511,0.0,0.0,.000,2.8,5.4,.512,.511,1.2,2.0,.574,2.1,3.2,5.3,0.5,0.5,0.5,0.9,2.3,6.8,2009-10
Tayshaun Prince,SF,29,DET,49,49,34.0,5.8,11.8,.486,0.6,1.5,.370,5.2,10.3,.503,.509,1.4,2.0,.714,1.4,3.6,5.1,3.3,0.7,0.4,1.2,1.6,13.5,2009-10
Rodney Stuckey,PG,23,DET,73,67,34.2,6.2,15.2,.405,0.2,1.1,.228,5.9,14.1,.418,.413,4.1,4.9,.833,0.9,2.9,3.8,4.8,1.4,0.2,2.2,2.8,16.6,2009-10
DaJuan Summers,SF,22,DET,44,0,9.2,1.0,3.0,.354,0.3,1.0,.357,0.7,2.0,.352,.412,0.6,0.9,.711,0.3,0.7,1.0,0.4,0.2,0.2,0.4,1.2,3.0,2009-10
Charlie Villanueva,PF,25,DET,78,16,23.7,4.7,10.6,.439,1.3,3.6,.351,3.4,7.0,.484,.499,1.4,1.7,.815,1.1,3.6,4.7,0.7,0.6,0.7,0.9,2.9,11.9,2009-10
Ben Wallace,C,35,DET,69,67,28.6,2.3,4.2,.541,0.0,0.0,.000,2.3,4.2,.545,.541,0.9,2.3,.406,3.6,5.1,8.7,1.5,1.2,1.2,0.9,1.9,5.5,2009-10
Chris Wilcox,PF,27,DET,34,10,13.0,1.9,3.5,.525,0.0,0.0,0,1.9,3.5,.525,.525,0.8,1.5,.500,1.3,2.1,3.4,0.4,0.4,0.4,1.1,1.9,4.5,2009-10
Kelenna Azubuike,SF,26,GSW,9,7,25.7,5.3,9.8,.545,1.1,3.0,.370,4.2,6.8,.623,.602,2.1,3.1,.679,1.3,3.2,4.6,1.1,0.6,1.0,0.8,1.8,13.9,2009-10
Andris Biedriņš,C,23,GSW,33,29,23.1,2.5,4.2,.591,0.0,0.0,0,2.5,4.2,.591,.591,0.1,0.8,.160,1.9,5.9,7.8,1.7,0.6,1.3,1.0,3.5,5.0,2009-10
Stephen Curry,PG,21,GSW,80,77,36.2,6.6,14.3,.462,2.1,4.8,.437,4.5,9.5,.474,.535,2.2,2.5,.885,0.6,3.9,4.5,5.9,1.9,0.2,3.0,3.2,17.5,2009-10
Monta Ellis,SG,24,GSW,64,64,41.4,9.9,22.0,.449,1.2,3.6,.338,8.7,18.4,.470,.476,4.6,6.1,.753,0.7,3.3,4.0,5.3,2.2,0.4,3.8,3.0,25.5,2009-10
Devean George,SF,32,GSW,45,4,16.9,2.0,4.6,.432,1.1,2.7,.390,0.9,1.8,.494,.549,0.4,0.5,.696,0.5,2.1,2.5,0.7,0.9,0.2,0.3,2.0,5.4,2009-10
Chris Hunter,C,25,GSW,60,9,13.1,1.8,3.6,.502,0.0,0.1,.000,1.8,3.6,.512,.502,0.9,1.2,.754,0.9,1.9,2.8,0.6,0.2,0.6,0.5,2.2,4.5,2009-10
Corey Maggette,PF,30,GSW,70,49,29.7,6.5,12.7,.516,0.2,0.7,.260,6.3,11.9,.531,.523,6.6,7.9,.835,1.3,4.0,5.3,2.5,0.7,0.1,2.4,3.3,19.8,2009-10
