PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON
Josh Smith,PF,23,ATL,69,69,35.1,6.1,12.3,.492,0.4,1.3,.299,5.7,11.0,.514,.508,3.1,5.2,.588,1.9,5.3,7.2,2.4,1.4,1.6,2.3,2.7,15.6,2008-09
Mario West,SG,24,ATL,53,3,5.1,0.3,0.6,.412,0.0,0.0,1.000,0.2,0.6,.394,.426,0.3,0.6,.467,0.5,0.6,1.1,0.4,0.3,0.1,0.2,0.7,0.8,2008-09
Marvin Williams,SF,22,ATL,61,59,34.3,4.7,10.2,.458,0.9,2.5,.355,3.8,7.7,.493,.502,3.6,4.5,.806,1.8,4.5,6.3,1.3,0.9,0.6,1.1,2.1,13.9,2008-09
Maurice Ager,SG,24,NJN,20,0,4.9,0.8,2.2,.349,0.0,0.3,.000,0.8,1.9,.405,.349,0.2,0.4,.500,0.2,0.4,0.5,0.2,0.1,0.1,0.2,0.9,1.7,2008-09
Ryan Anderson,PF,20,NJN,66,30,19.9,2.4,6.2,.393,1.0,2.9,.365,1.4,3.3,.417,.478,1.5,1.8,.845,1.6,3.1,4.7,0.8,0.7,0.3,1.0,2.4,7.4,2008-09
Josh Boone,C,24,NJN,62,7,16.0,1.8,3.5,.528,0.0,0.0,0,1.8,3.5,.528,.528,0.5,1.4,.376,1.7,2.5,4.2,0.5,0.4,0.8,0.5,1.7,4.2,2008-09
Vince Carter,SG,32,NJN,80,80,36.8,7.4,16.8,.437,1.9,4.9,.385,5.5,11.9,.459,.493,4.2,5.1,.817,0.9,4.2,5.1,4.7,1.0,0.5,2.1,2.9,20.8,2008-09
Keyon Dooling,PG,28,NJN,77,18,26.9,3.4,7.8,.436,1.3,3.1,.421,2.1,4.7,.446,.519,1.6,2.0,.825,0.3,1.7,2.0,3.5,0.9,0.1,1.4,1.8,9.7,2008-09
Chris Douglas-Roberts,SG,22,NJN,44,3,13.3,1.8,4.0,.460,0.1,0.3,.250,1.8,3.7,.476,.469,1.2,1.4,.823,0.3,0.8,1.1,1.2,0.3,0.2,0.7,0.8,4.9,2008-09
Devin Harris,PG,25,NJN,69,69,36.1,6.6,15.1,.438,0.9,3.2,.291,5.7,11.9,.477,.469,7.2,8.8,.820,0.4,2.9,3.3,6.9,1.7,0.2,3.1,2.4,21.3,2008-09
Trenton Hassell,SF,29,NJN,53,31,20.6,1.6,3.6,.450,0.0,0.2,.250,1.6,3.5,.459,.455,0.4,0.5,.800,0.9,1.8,2.8,1.0,0.4,0.3,0.6,1.7,3.7,2008-09
Jarvis Hayes,SF,27,NJN,74,1,24.8,3.5,7.8,.445,1.3,3.3,.385,2.2,4.5,.489,.527,0.5,0.7,.692,0.4,3.2,3.6,0.7,0.7,0.1,0.7,2.2,8.7,2008-09
Yi Jianlian,PF,21,NJN,61,52,23.3,3.1,8.2,.382,0.8,2.3,.343,2.3,5.9,.397,.430,1.6,2.0,.772,1.1,4.2,5.3,1.0,0.5,0.6,1.1,2.6,8.6,2008-09
Brook Lopez,C,20,NJN,82,75,30.5,5.5,10.3,.531,0.0,0.0,.000,5.5,10.3,.532,.531,2.1,2.6,.793,2.7,5.4,8.1,1.0,0.5,1.8,1.8,3.1,13.0,2008-09
Eduardo NÃ¡jera,PF,32,NJN,27,0,11.8,1.2,2.7,.446,0.2,0.9,.200,1.0,1.8,.571,.480,0.3,0.8,.364,0.6,1.9,2.5,0.7,0.4,0.1,0.7,1.9,2.9,2008-09
Bobby Simmons,SF,28,NJN,71,44,24.4,2.8,6.2,.449,1.6,3.7,.447,1.1,2.5,.453,.582,0.6,0.8,.741,1.0,2.9,3.9,1.3,0.7,0.1,0.9,2.6,7.8,2008-09
Sean Williams,PF,22,NJN,33,0,11.1,0.9,2.2,.417,0.0,0.0,0,0.9,2.2,.417,.417,0.6,1.0,.625,1.0,1.4,2.4,0.4,0.2,0.9,0.6,2.2,2.4,2008-09
Ray Allen,SG,33,BOS,79,79,36.4,6.3,13.2,.480,2.5,6.2,.409,3.8,7.0,.542,.575,3.0,3.2,.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0,18.2,2008-09
Tony Allen,SG,27,BOS,46,2,19.3,3.0,6.2,.482,0.1,0.6,.222,2.8,5.6,.510,.493,1.7,2.4,.725,0.5,1.8,2.3,1.4,1.2,0.5,1.7,2.1,7.8,2008-09
Glen Davis,C,23,BOS,76,16,21.5,2.6,5.9,.442,0.0,0.1,.400,2.6,5.9,.443,.444,1.7,2.3,.730,1.6,2.4,4.0,0.9,0.7,0.3,0.9,3.0,7.0,2008-09
Kevin Garnett,PF,32,BOS,57,57,31.1,6.9,13.0,.531,0.0,0.1,.250,6.9,12.8,.534,.532,1.9,2.3,.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8,2008-09
J.R. Giddens,SF,23,BOS,6,0,1.3,0.3,0.5,.667,0.0,0.0,0,0.3,0.5,.667,.667,0.0,0.0,0,0.3,0.2,0.5,0.0,0.2,0.0,0.2,0.2,0.7,2008-09
Eddie House,PG,30,BOS,81,0,18.3,3.1,6.9,.445,1.9,4.2,.444,1.2,2.7,.445,.579,0.5,0.7,.792,0.1,1.8,1.9,1.1,0.8,0.1,0.7,1.4,8.5,2008-09
Stephon Marbury,PG,31,BOS,23,4,18.0,1.7,4.8,.342,0.3,1.1,.240,1.4,3.7,.372,.369,0.3,0.6,.462,0.1,1.1,1.2,3.3,0.4,0.1,1.6,1.5,3.8,2008-09
Kendrick Perkins,C,24,BOS,76,76,29.6,3.6,6.3,.577,0.0,0.0,.000,3.6,6.3,.580,.577,1.3,2.1,.600,2.7,5.5,8.1,1.3,0.3,2.0,2.2,3.3,8.5,2008-09
Paul Pierce,SF,31,BOS,81,81,37.5,6.7,14.6,.457,1.5,3.8,.391,5.2,10.8,.480,.508,5.7,6.8,.830,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7,20.5,2008-09
Leon Powe,PF,25,BOS,70,7,17.5,2.5,4.8,.524,0.0,0.0,0,2.5,4.8,.524,.524,2.6,3.8,.689,2.1,2.9,4.9,0.7,0.3,0.5,1.1,2.7,7.7,2008-09
Gabe Pruitt,SG,22,BOS,47,0,7.8,0.7,2.1,.307,0.3,1.0,.292,0.4,1.1,.321,.376,0.4,0.4,.810,0.2,0.7,0.9,0.8,0.3,0.1,0.4,0.7,2.0,2008-09
Rajon Rondo,PG,22,BOS,80,80,33.0,4.8,9.5,.505,0.2,0.6,.313,4.6,8.9,.518,.514,2.2,3.4,.642,1.3,4.0,5.2,8.2,1.9,0.1,2.6,2.4,11.9,2008-09
Brian Scalabrine,C,30,BOS,39,8,12.9,1.2,2.9,.421,0.6,1.6,.393,0.6,1.4,.453,.526,0.4,0.5,.889,0.2,1.1,1.3,0.5,0.2,0.3,0.3,1.9,3.5,2008-09
Henry Walker,SF,21,BOS,29,0,7.4,1.2,2.0,.621,0.0,0.0,.000,1.2,2.0,.632,.621,0.6,0.8,.696,0.3,0.7,1.0,0.4,0.2,0.1,0.6,1.8,3.0,2008-09
Luol Deng,SF,23,CHI,49,46,34.0,5.4,12.1,.448,0.2,0.4,.400,5.2,11.7,.450,.455,3.1,3.9,.796,1.6,4.4,6.0,1.9,1.2,0.5,1.5,1.7,14.1,2008-09
Ben Gordon,SG,25,CHI,82,76,36.6,7.3,16.0,.455,2.1,5.1,.410,5.2,10.9,.476,.521,4.0,4.7,.864,0.6,2.8,3.5,3.4,0.9,0.3,2.4,2.2,20.7,2008-09
Aaron Gray,C,24,CHI,56,18,12.8,1.4,3.0,.485,0.0,0.0,.000,1.4,3.0,.488,.485,0.6,1.1,.576,1.5,2.4,3.9,0.8,0.3,0.3,0.7,2.4,3.5,2008-09
Kirk Hinrich,SG,28,CHI,51,4,26.3,3.6,8.2,.437,1.4,3.3,.408,2.2,4.9,.456,.519,1.3,1.7,.791,0.3,2.1,2.4,3.9,1.3,0.4,1.7,2.5,9.9,2008-09
Lindsey Hunter,PG,38,CHI,28,0,9.5,1.0,2.9,.329,0.6,1.7,.333,0.4,1.2,.324,.427,0.1,0.2,.600,0.1,0.4,0.4,1.3,0.7,0.0,0.7,1.0,2.6,2008-09
Joakim Noah,C,23,CHI,80,55,24.2,2.6,4.7,.556,0.0,0.0,.000,2.6,4.6,.558,.556,1.5,2.3,.676,3.1,4.5,7.6,1.3,0.6,1.4,1.0,3.0,6.7,2008-09
Derrick Rose,PG,20,CHI,81,80,37.0,7.1,14.9,.475,0.2,0.9,.222,6.9,14.0,.491,.482,2.4,3.1,.788,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1.5,16.8,2008-09
Tyrus Thomas,PF,22,CHI,79,61,27.5,3.9,8.6,.451,0.0,0.1,.333,3.9,8.5,.453,.453,3.0,3.8,.783,1.9,4.6,6.4,1.0,1.2,1.9,1.6,2.8,10.8,2008-09
Alexis AjinÃ§a,PF,20,CHA,31,4,5.9,0.8,2.2,.362,0.0,0.1,.000,0.8,2.2,.373,.362,0.6,0.9,.714,0.3,0.7,1.0,0.1,0.2,0.2,0.4,1.1,2.3,2008-09
D.J. Augustin,PG,21,CHA,72,12,26.5,3.7,8.6,.430,1.5,3.4,.439,2.2,5.2,.424,.517,2.9,3.2,.893,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8,2008-09
Andre Brown,PF,27,CHA,4,0,10.3,0.3,1.8,.143,0.0,0.0,0,0.3,1.8,.143,.143,0.5,0.5,1.000,1.8,1.3,3.0,0.3,0.3,0.0,1.3,2.3,1.0,2008-09
Raymond Felton,PG,24,CHA,82,81,37.6,5.4,13.2,.408,0.7,2.5,.285,4.7,10.7,.437,.435,2.7,3.3,.805,0.7,3.1,3.8,6.7,1.5,0.4,2.8,2.3,14.2,2008-09
Dontell Jefferson,SG,25,CHA,6,0,14.0,1.8,3.7,.500,0.2,0.3,.500,1.7,3.3,.500,.523,1.0,1.5,.667,0.2,1.8,2.0,1.5,0.7,0.2,1.0,1.5,4.8,2008-09
Dwayne Jones,PF,25,CHA,6,0,8.7,0.7,1.2,.571,0.0,0.0,0,0.7,1.2,.571,.571,0.7,1.0,.667,1.0,1.0,2.0,0.0,0.0,0.2,0.7,1.0,2.0,2008-09
Cartier Martin,SF,24,CHA,33,1,8.1,0.8,2.3,.364,0.3,1.0,.303,0.5,1.3,.409,.429,0.6,0.8,.800,0.2,0.8,1.0,0.4,0.2,0.1,0.3,1.0,2.6,2008-09
Sean May,PF,24,CHA,24,12,12.5,1.6,4.1,.398,0.0,0.0,1.000,1.6,4.0,.392,.403,0.6,0.8,.700,0.8,2.0,2.9,0.4,0.2,0.2,1.1,1.3,3.9,2008-09
Nazr Mohammed,C,31,CHA,39,1,8.7,1.1,2.6,.406,0.0,0.0,0,1.1,2.6,.406,.406,0.6,1.0,.550,0.9,1.1,2.0,0.2,0.1,0.4,0.6,1.6,2.7,2008-09
Emeka Okafor,C,26,CHA,82,81,32.8,5.3,9.4,.561,0.0,0.0,0,5.3,9.4,.561,.561,2.7,4.5,.593,3.4,6.7,10.1,0.6,0.6,1.7,1.8,3.0,13.2,2008-09
Vladimir RadmanoviÄ‡,SF,28,CHA,32,3,21.1,3.2,7.9,.401,1.4,3.9,.357,1.8,3.9,.444,.490,0.6,1.0,.645,0.8,2.4,3.3,1.3,0.6,0.3,1.6,1.9,8.3,2008-09
Gerald Wallace,SF,26,CHA,71,71,37.6,5.5,11.4,.480,0.5,1.8,.298,4.9,9.6,.515,.504,5.1,6.4,.804,1.6,6.2,7.8,2.7,1.7,0.9,2.1,3.0,16.6,2008-09
Daniel Gibson,PG,22,CLE,75,0,23.9,2.7,7.0,.391,1.4,3.8,.382,1.3,3.3,.402,.493,0.9,1.1,.767,0.4,1.7,2.1,1.8,0.6,0.2,0.8,2.2,7.8,2008-09
J.J. Hickson,C,20,CLE,62,0,11.4,1.6,3.1,.515,0.0,0.0,0,1.6,3.1,.515,.515,0.7,1.1,.672,0.8,1.8,2.7,0.1,0.2,0.5,0.7,1.3,4.0,2008-09
Zydrunas Ilgauskas,C,33,CLE,65,65,27.2,5.3,11.1,.472,0.2,0.6,.385,5.0,10.5,.477,.483,2.1,2.7,.799,2.4,5.1,7.5,1.0,0.4,1.3,1.4,2.8,12.9,2008-09
Darnell Jackson,PF,23,CLE,51,2,8.4,0.7,1.7,.430,0.0,0.0,.000,0.7,1.6,.440,.430,0.5,0.7,.686,0.6,1.1,1.7,0.2,0.2,0.1,0.3,1.5,1.9,2008-09
LeBron James,SF,24,CLE,81,81,37.7,9.7,19.9,.489,1.6,4.7,.344,8.1,15.2,.535,.530,7.3,9.4,.780,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7,28.4,2008-09
Trey Johnson,SG,24,CLE,4,0,3.5,0.0,1.3,.000,0.0,0.0,0,0.0,1.3,.000,.000,1.0,1.0,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.0,1.0,2008-09
Tarence Kinsey,SG,24,CLE,50,3,5.5,0.6,1.4,.449,0.1,0.4,.389,0.5,1.0,.471,.500,0.7,0.8,.868,0.2,0.6,0.8,0.2,0.2,0.0,0.4,0.7,2.0,2008-09
Sasha Pavlović,SF,25,CLE,66,12,16.0,1.8,4.2,.422,0.7,1.8,.410,1.0,2.4,.430,.509,0.4,0.8,.463,0.5,1.5,1.9,1.1,0.3,0.2,0.7,1.8,4.6,2008-09
Wally Szczerbiak,SF,31,CLE,74,5,20.6,2.4,5.4,.450,0.9,2.3,.411,1.5,3.1,.478,.536,1.2,1.4,.849,0.6,2.6,3.1,1.1,0.4,0.1,0.7,1.8,7.0,2008-09
Anderson Varejão,PF,26,CLE,81,42,28.5,3.3,6.2,.536,0.0,0.0,.000,3.3,6.2,.538,.536,1.9,3.1,.616,2.0,5.1,7.2,1.0,0.9,0.8,1.0,3.0,8.6,2008-09
Ben Wallace,PF,34,CLE,56,53,23.5,1.2,2.8,.445,0.0,0.0,0,1.2,2.8,.445,.445,0.5,1.1,.422,2.4,4.0,6.5,0.8,0.9,1.3,0.6,1.5,2.9,2008-09
Delonte West,SG,25,CLE,64,64,33.6,4.5,9.8,.457,1.4,3.6,.399,3.0,6.2,.490,.530,1.4,1.7,.833,0.5,2.7,3.2,3.5,1.5,0.2,1.4,2.0,11.7,2008-09
Jawad Williams,SF,25,CLE,10,0,2.0,0.5,1.2,.417,0.2,0.6,.333,0.3,0.6,.500,.500,0.0,0.0,0,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.2,1.2,2008-09
Mo Williams,PG,26,CLE,81,81,35.0,6.5,13.9,.467,2.3,5.2,.436,4.2,8.7,.486,.548,2.6,2.8,.912,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7,17.8,2008-09
Lorenzen Wright,C,33,CLE,17,2,7.4,0.6,1.6,.370,0.0,0.0,0,0.6,1.6,.370,.370,0.2,0.5,.375,0.4,1.1,1.5,0.2,0.2,0.3,0.5,1.0,1.4,2008-09
J.J. Barea,SG,24,DAL,79,15,20.3,3.1,7.1,.442,0.7,1.9,.357,2.4,5.1,.474,.491,0.9,1.2,.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8,2008-09
Brandon Bass,C,23,DAL,81,0,19.4,3.1,6.3,.496,0.0,0.1,.000,3.1,6.2,.502,.496,2.2,2.6,.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5,2008-09
Erick Dampier,C,33,DAL,80,80,23.0,2.3,3.5,.650,0.0,0.0,0,2.3,3.5,.650,.650,1.1,1.8,.638,2.7,4.4,7.1,1.0,0.3,1.2,0.9,2.4,5.7,2008-09
Devean George,SF,31,DAL,43,17,16.5,1.3,3.3,.380,0.5,1.8,.289,0.7,1.5,.485,.458,0.4,0.5,.773,0.6,1.2,1.8,0.3,0.5,0.3,0.4,1.3,3.4,2008-09
Gerald Green,SG,23,DAL,38,12,9.9,2.1,4.7,.439,0.4,1.2,.304,1.7,3.5,.485,.478,0.7,0.8,.844,0.4,1.1,1.4,0.4,0.3,0.1,0.9,1.3,5.2,2008-09
Josh Howard,SF,28,DAL,52,51,32.0,6.8,15.1,.451,1.1,3.2,.345,5.7,11.8,.480,.488,3.3,4.2,.782,1.1,3.9,5.1,1.6,1.1,0.6,1.7,2.6,18.0,2008-09
Jason Kidd,PG,35,DAL,81,81,35.6,3.2,7.6,.416,1.6,4.0,.406,1.6,3.6,.427,.522,1.1,1.3,.819,1.0,5.1,6.2,8.7,2.0,0.5,2.3,2.1,9.0,2008-09
Dirk Nowitzki,PF,30,DAL,81,81,37.7,9.6,20.0,.479,0.8,2.1,.359,8.8,17.9,.493,.498,6.0,6.7,.890,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9,2008-09
James Singleton,PF,27,DAL,62,6,14.3,1.9,3.6,.529,0.2,0.6,.325,1.7,2.9,.575,.559,1.1,1.3,.859,1.4,2.6,4.0,0.3,0.4,0.5,0.6,1.8,5.1,2008-09
Jerry Stackhouse,SG,34,DAL,10,1,16.2,1.6,6.0,.267,0.3,1.9,.158,1.3,4.1,.317,.292,0.7,0.7,1.000,0.5,1.2,1.7,1.2,0.4,0.1,0.9,0.6,4.2,2008-09
Jason Terry,SG,31,DAL,74,11,33.7,7.3,15.8,.463,2.3,6.2,.366,5.1,9.6,.525,.535,2.7,3.0,.880,0.5,1.9,2.4,3.4,1.3,0.3,1.6,1.9,19.6,2008-09
Shawne Williams,SF,22,DAL,15,0,11.3,1.1,3.7,.286,0.1,1.1,.059,1.0,2.6,.385,.295,0.6,0.7,.818,1.3,1.8,3.1,0.1,0.1,0.6,0.3,1.3,2.8,2008-09
Antoine Wright,SF,24,DAL,65,53,23.9,2.8,6.6,.415,0.7,2.3,.302,2.1,4.3,.475,.468,1.1,1.5,.747,0.5,1.6,2.1,1.2,0.7,0.4,0.8,2.6,7.3,2008-09
Chris Andersen,C,30,DEN,71,1,20.6,2.3,4.1,.548,0.0,0.1,.200,2.2,4.0,.560,.551,1.8,2.5,.718,2.3,3.9,6.2,0.4,0.6,2.5,1.0,2.5,6.4,2008-09
Carmelo Anthony,SF,24,DEN,66,66,34.5,8.1,18.3,.443,1.0,2.6,.371,7.2,15.7,.455,.469,5.6,7.1,.793,1.6,5.2,6.8,3.4,1.1,0.4,3.0,3.0,22.8,2008-09
Renaldo Balkman,PF,24,DEN,53,10,14.7,2.1,3.7,.558,0.0,0.1,.286,2.0,3.6,.568,.563,0.8,1.2,.646,1.6,2.2,3.8,0.6,0.9,0.4,0.7,1.8,5.0,2008-09
Anthony Carter,PG,33,DEN,78,5,22.9,2.1,4.9,.433,0.3,1.1,.239,1.9,3.8,.490,.460,0.7,1.0,.731,0.5,2.1,2.6,4.7,1.2,0.2,2.0,1.8,5.3,2008-09
Nenê Hilário,C,26,DEN,77,76,32.6,5.6,9.2,.604,0.0,0.1,.200,5.5,9.1,.607,.604,3.5,4.8,.723,2.4,5.4,7.8,1.4,1.2,1.3,1.9,3.6,14.6,2008-09
Dahntay Jones,SG,28,DEN,79,71,18.1,1.9,4.3,.458,0.1,0.2,.647,1.8,4.0,.448,.475,1.4,1.9,.728,0.7,1.4,2.1,1.0,0.6,0.2,0.9,2.5,5.4,2008-09
Linas Kleiza,SF,24,DEN,82,7,22.2,3.5,7.9,.447,1.1,3.3,.326,2.5,4.6,.533,.515,1.8,2.5,.725,1.1,2.9,4.0,0.8,0.4,0.2,1.0,1.9,9.9,2008-09
Kenyon Martin,PF,31,DEN,66,66,32.0,4.8,9.8,.491,0.2,0.6,.368,4.6,9.2,.498,.502,1.8,3.0,.604,1.2,4.8,6.0,2.0,1.5,1.1,1.6,3.0,11.7,2008-09
J.R. Smith,SG,23,DEN,81,18,27.7,5.2,11.7,.446,2.2,5.6,.397,3.0,6.1,.491,.541,2.5,3.4,.754,0.5,3.1,3.7,2.8,1.0,0.2,1.9,2.3,15.2,2008-09
Sonny Weems,SG,22,DEN,12,0,4.6,0.7,2.1,.320,0.0,0.3,.000,0.7,1.8,.364,.320,0.3,0.7,.375,0.0,0.3,0.3,0.3,0.1,0.0,0.5,0.7,1.6,2008-09
Arron Afflalo,SG,23,DET,74,8,16.7,1.8,4.1,.437,0.6,1.4,.402,1.2,2.6,.456,.508,0.8,1.0,.817,0.4,1.4,1.8,0.6,0.4,0.2,0.6,1.9,4.9,2008-09
Kwame Brown,C,26,DET,58,30,17.2,1.6,2.9,.533,0.0,0.0,0,1.6,2.9,.533,.533,1.1,2.1,.516,1.6,3.4,5.0,0.6,0.4,0.4,0.9,2.4,4.2,2008-09
Will Bynum,PG,26,DET,57,1,14.1,2.7,6.0,.456,0.1,0.3,.158,2.7,5.7,.474,.461,1.7,2.1,.798,0.3,1.0,1.3,2.8,0.6,0.0,1.3,1.5,7.2,2008-09
Richard Hamilton,SG,30,DET,67,51,34.0,7.0,15.6,.447,1.0,2.8,.368,5.9,12.7,.464,.480,3.3,3.9,.848,0.7,2.4,3.1,4.4,0.6,0.1,2.0,2.6,18.3,2008-09
Walter Herrmann,SF,29,DET,59,0,10.7,1.4,3.5,.396,0.7,2.0,.342,0.7,1.5,.471,.495,0.3,0.4,.760,0.5,1.3,1.8,0.4,0.1,0.1,0.3,0.7,3.8,2008-09
Amir Johnson,PF,21,DET,62,24,14.7,1.6,2.6,.595,0.0,0.0,0,1.6,2.6,.595,.595,0.4,0.6,.657,1.6,2.1,3.7,0.3,0.3,1.0,0.5,2.8,3.5,2008-09
Jason Maxiell,C,25,DET,78,4,18.1,2.4,4.1,.575,0.0,0.0,.000,2.4,4.1,.577,.575,1.1,2.0,.532,2.2,2.0,4.2,0.3,0.3,0.8,0.6,2.0,5.8,2008-09
Antonio McDyess,PF,34,DET,62,30,30.1,4.3,8.5,.510,0.0,0.0,0,4.3,8.5,.510,.510,1.0,1.4,.698,3.0,6.8,9.8,1.3,0.7,0.8,0.8,3.1,9.6,2008-09
Tayshaun Prince,SF,28,DET,82,82,37.3,5.6,12.4,.450,0.7,1.7,.397,4.9,10.7,.458,.477,2.3,3.0,.778,1.6,4.2,5.8,3.1,0.5,0.6,1.2,1.3,14.2,2008-09
Walter Sharpe,PF,22,DET,8,0,2.5,0.5,1.4,.364,0.0,0.3,.000,0.5,1.1,.444,.364,0.0,0.3,.000,0.0,0.4,0.4,0.0,0.0,0.3,0.0,0.4,1.0,2008-09
Rodney Stuckey,PG,22,DET,79,65,31.9,5.1,11.6,.439,0.3,1.0,.295,4.8,10.6,.453,.452,2.9,3.7,.803,0.9,2.6,3.5,4.9,1.0,0.1,2.2,2.7,13.4,2008-09
Rasheed Wallace,C,34,DET,66,63,32.2,4.6,10.9,.419,1.7,4.8,.354,2.9,6.1,.471,.498,1.2,1.5,.772,0.8,6.6,7.4,1.4,0.9,1.3,0.9,3.0,12.0,2008-09
Kelenna Azubuike,SF,25,GSW,74,51,32.1,5.3,11.4,.464,1.3,2.8,.448,4.0,8.6,.469,.520,2.5,3.1,.808,1.5,3.5,5.0,1.6,0.8,0.7,1.3,2.5,14.4,2008-09
Marco Belinelli,SG,22,GSW,42,23,21.0,3.3,7.5,.442,1.2,3.1,.397,2.1,4.4,.473,.524,1.0,1.2,.769,0.2,1.5,1.7,2.1,0.9,0.0,1.4,1.7,8.9,2008-09
Andris Biedriņš,C,22,GSW,62,58,30.0,5.0,8.6,.578,0.0,0.0,.000,5.0,8.6,.579,.578,1.9,3.5,.551,3.6,7.6,11.2,2.0,1.0,1.5,1.8,3.8,11.9,2008-09
Jermareo Davidson,SF,24,GSW,14,0,7.9,1.2,2.5,.486,0.0,0.0,0,1.2,2.5,.486,.486,0.6,1.2,.471,0.7,1.7,2.4,0.1,0.1,0.2,0.4,0.9,3.0,2008-09
Monta Ellis,SG,23,GSW,25,25,35.7,7.8,17.2,.451,0.3,1.0,.308,7.4,16.2,.460,.460,3.1,3.8,.830,0.6,3.8,4.3,3.7,1.6,0.3,2.7,2.7,19.0,2008-09
Stephen Jackson,SF,30,GSW,59,59,39.6,7.0,16.9,.414,1.7,5.2,.338,5.3,11.7,.448,.466,5.0,6.0,.826,1.2,3.9,5.1,6.5,1.5,0.5,3.9,2.6,20.7,2008-09
Rob Kurz,PF,23,GSW,40,5,11.1,1.3,3.3,.389,0.4,1.0,.395,0.9,2.3,.387,.447,1.0,1.3,.800,0.8,1.2,2.0,0.5,0.4,0.5,0.4,2.0,3.9,2008-09
Corey Maggette,PF,29,GSW,51,19,31.1,5.7,12.4,.461,0.5,1.9,.253,5.3,10.6,.497,.479,6.7,8.1,.824,1.0,4.6,5.5,1.8,0.9,0.2,2.4,3.8,18.6,2008-09
