PLAYER,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,VALUE
Bryn Forbes,27,73.58062240389722,10,19.3,3.6,7.6,0.4312668975382721,1.9423665786426032,4.9,0.452,1.4,2.7,0.511,0.618,0.7,0.9,0.8107001931119281,0.2,1.4,2.1622646667234102,1.667605882532608,0.475881904510252,0.0,0.8376357557812192,1.1,10.367570720382105,1.6883100732377159
Jrue Holiday,30,67.87010736236225,56,32.3,7.0,13.9,0.4702044406568375,1.8111932470708385,4.8,0.392,5.1,9.2,0.561,0.57,1.8,2.3,0.7476947347938304,1.2,3.3,4.795861989011177,6.872254708973873,1.575881904510252,0.6,2.937635755781219,1.7,19.79215279705468,7.436445955530205
Brook Lopez,32,73.88114363561229,70,27.2,4.6,9.1,0.4480338120627602,1.772865101921687,4.0,0.338,3.2,5.1,0.632,0.577,1.7,2.0,0.8059694212630479,1.5,3.5,4.5576158402821445,1.445911777758863,0.5935375757905453,1.5,1.0723542864692437,2.1,12.411721643598533,4.857131105875059
Khris Middleton,29,71.93983975898122,68,33.4,7.5,15.8,0.47042283326366,2.221183289321301,5.4,0.414,5.3,10.4,0.508,0.546,3.1,3.5,0.8813367806285141,0.8,5.2,5.890602769622098,4.227645713530756,1.0788167106786983,0.1,2.2582262332299585,2.4,19.82024365483653,8.061785356136857
Bobby Portis,25,62.23096464584861,7,20.8,4.7,9.1,0.4522179364099836,1.18783715664276,2.4,0.471,3.6,6.7,0.542,0.585,0.8,1.1,0.7779006968009666,1.9,5.2,6.508693896359088,1.51822102976811,0.6246384195175683,0.4,1.2978722333532198,1.7,12.250187584059656,3.1488605534584444
Malik Beasley,24,65.55638249673717,36,32.8,7.1,16.2,0.4408667037180716,1.6108857384952084,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.7963957145419299,0.8,3.6,2.251970380941072,1.105606588725656,0.5999166444201897,0.2,0.7749931817741742,1.7,9.287191468820176,7.2774915250109
Ed Davis,31,58.13636074718573,7,13.0,0.8,1.9,0.5501520493908288,0.0,0.0,0.0,0.8,1.9,0.432,0.432,0.4,0.5,0.5801837406239257,2.0,3.0,6.305442049161048,0.5605506464505915,0.4,0.6,0.6746786996898764,2.4,4.008458851749612,-2.3393104356829664
Juan Hernangómez,25,49.956628340204375,6,17.3,2.5,5.8,0.4111856936652598,0.8259051399153379,3.2,0.327,1.4,2.5,0.573,0.527,1.2,1.9,0.731058795418711,0.9,3.1,3.544653493320412,0.7293862871461746,0.3360986464817387,0.1,0.5368019810498954,1.0,5.2631894101422,0.21314129299399376
Jake Layman,26,42.26607757407098,11,13.9,2.0,4.1,0.4347175091254088,0.714720865111847,1.7,0.295,1.5,2.4,0.642,0.557,0.6,0.8,0.7142922373830122,0.3,1.2,2.222286916646307,0.6035276180410083,0.4770851093306277,0.4,0.6465045896314251,1.0,6.634812199227254,-1.3481438513954576
Ricky Rubio,30,68.91741559097608,51,26.1,2.8,7.3,0.4119716477132692,1.2,3.1,0.308,1.9,4.2,0.447,0.454,1.9,2.2,0.8609948918454756,0.4,2.9,4.300692389367932,7.034946938873129,1.414128053239285,0.1,2.6658918622597896,2.0,12.921793682269117,4.4637027417237185
D'Angelo Russell,24,58.00247245116836,26,28.5,6.7,15.5,0.4266331654989765,2.9066767279380983,7.4,0.387,3.8,8.1,0.471,0.523,2.7,3.5,0.7784573728421207,0.4,2.3,3.916709506708016,6.276242831578918,1.033904673424273,0.4,3.1779776979707437,1.6,20.582077070190262,5.5277800039062885
Karl-Anthony Towns,25,60.660922731070094,50,33.8,8.5,17.5,0.5203345091052278,2.354252215081374,6.3,0.387,6.1,11.2,0.541,0.555,5.3,6.2,0.824596474299728,2.7,7.9,11.707501636189592,3.5765567128029327,0.875881904510252,1.1,2.810582854123025,3.7,24.529588141988675,9.350864320261275
Steven Adams,27,71.93373582950308,58,27.7,3.3,5.3,0.601946939463413,0.0,0.1,0.0,3.3,5.3,0.62,0.614,1.0,2.3,0.548484165090385,3.7,5.2,9.29586198901118,1.7959439854312964,1.135229346140468,0.7,1.6164524664599176,1.9,12.646786996898763,2.2014207764850067
Lonzo Ball,23,54.88970745769398,55,31.8,5.3,12.7,0.3936524630716147,1.916534462880036,8.3,0.378,2.1,4.5,0.482,0.537,0.9,1.2,0.4874430649538757,0.6,4.2,6.020079661996296,6.5025059871361215,1.5064624242094544,0.6,2.6724362828893624,1.9,10.766055855100026,7.248871054780016
Eric Bledsoe,31,69.93373582950308,70,29.7,4.3,10.3,0.4779316609834197,1.4531119858977322,5.0,0.341,2.6,5.3,0.496,0.503,1.9,2.7,0.7764881334015742,0.4,3.0,4.41552916152436,5.34122087808375,1.3631035524327533,0.3,2.422177106739958,1.6,15.91997317341758,4.162767456848828
Josh Hart,25,65.19980084500926,4,28.7,3.2,7.3,0.4286370218868502,1.56063264287071,4.1,0.326,1.9,3.2,0.583,0.531,1.5,1.9,0.7126811544212857,1.1,6.9,4.990255947009892,1.5012032048203756,0.9276457135307562,0.3,0.9770851093306276,2.4,8.784914731200695,4.535349107889777
Willy Hernangómez,26,44.309273423114085,12,18.0,3.2,5.7,0.5332144529351474,0.2079802009596506,0.2,0.1,3.2,5.5,0.581,0.565,1.3,2.0,0.6569237067573589,2.5,4.6,4.563643323502236,0.8768276609520596,0.3221082541989355,0.5,0.9336752374031932,1.4,6.274146221857488,0.8439567087347708
Brandon Ingram,23,57.86564336128647,61,34.3,8.4,18.0,0.4762850335159539,1.3760458973504892,6.1,0.381,6.1,11.9,0.51,0.531,4.6,5.2,0.7499689152446574,0.6,4.3,5.565973858679907,3.718348060648225,0.7812231203194497,0.6,2.708868833850206,2.0,20.06695907157781,7.491661583440779
Isaiah Thomas,31,28.520273793561117,0,16.0,3.0,9.0,0.3774199200586423,1.589579098064866,4.0,0.25,2.0,5.0,0.4,0.389,0.7,0.7,0.7708575439824539,0.3,1.0,1.5918235555177265,3.34306197573883,0.3808369477515975,0.0,2.020575904101783,1.0,11.519833383955408,-0.5492773543178533
Reggie Bullock,29,48.55573834328852,64,30.0,3.8,8.6,0.4254822452999053,1.8299398092650712,6.1,0.41,1.3,2.5,0.521,0.587,0.8,0.8,0.8219740911080712,0.2,3.2,2.4982037172340736,1.655295473506733,0.7703090972191232,0.2,0.8329392968513729,2.2,9.9480802910297,4.702368350227269
Alec Burks,29,64.83547533540082,5,25.6,4.3,10.2,0.4133554001263743,1.2378535633425,5.0,0.415,2.2,5.2,0.425,0.522,2.1,2.4,0.853406094747033,0.4,4.2,3.763960773287406,2.11186317987626,0.7329165306319492,0.3,1.1503040515299334,2.1,11.119080303563534,4.657173492169353
Taj Gibson,35,69.55227011716644,3,20.8,2.2,3.5,0.5761722685224796,0.1341081377402109,0.3,0.2,2.1,3.2,0.671,0.636,0.9,1.2,0.7492095488113619,2.2,3.4,5.725685703997581,1.0329049329198352,0.6329049329198352,1.1,0.9405705619496656,2.2,9.174286298664535,1.4393742530335683
Nerlens Noel,26,58.98069243661189,41,24.2,2.1,3.5,0.6123261536083987,0.0,0.0,0.0,2.1,3.4,0.623,0.614,0.8,1.1,0.7295773174299628,2.2,4.2,4.83006970424676,0.7494393957998714,0.9658918622597892,2.2,0.8812231203194496,2.8,5.82375369180229,2.927162749396727
Frank Ntilikina,22,57.289660769217534,4,9.8,0.9,2.4,0.366905195173455,0.7517638090205041,1.5,0.479,0.2,0.9,0.194,0.513,0.2,0.5,0.7964262298416559,0.2,0.8,2.114128053239285,2.980019915499074,0.8076656290298303,0.1,1.3546986151889506,1.4,5.998878791599743,-2.332752586681398
Elfrid Payton,26,48.3180130559483,63,23.6,4.3,9.9,0.4503784971027518,0.5210738411557644,1.6,0.286,3.8,8.3,0.46,0.455,1.2,1.7,0.6447903283700132,1.0,2.4,4.796272267669131,7.112095980214933,1.334864521378097,0.1,2.4397867265663606,1.8,10.840907155075566,3.4218316786308396
Julius Randle,26,71.4109895847736,71,37.6,8.5,18.6,0.505464941733688,0.7488290028520578,5.5,0.411,6.2,13.1,0.474,0.516,4.9,6.0,0.7287001229217336,1.2,9.0,8.948910999272176,2.97940952255126,0.6935375757905454,0.3,2.8353113425605865,3.2,19.32803937041258,8.610298755157247
Al Horford,34,68.5469861518895,28,27.9,5.8,12.9,0.4883979743201809,1.3153312580596606,5.4,0.368,3.8,7.4,0.51,0.528,0.6,0.8,0.787606338987272,1.0,5.7,6.910600435198276,4.237042943908658,0.785871946760715,0.9,1.44703298615912,1.7,12.721019296481064,5.781236483510687
Darius Miller,30,57.99847679278874,0,10.9,1.2,2.7,0.3488466985200365,1.4076480479545783,2.3,0.405,0.3,0.3,0.833,0.635,0.7,0.7,0.0,0.1,1.2,1.5241005144144963,1.4512354124928089,0.4012032048203756,0.3,0.6629570560913427,0.7,6.182356000838817,-1.2318882809151397
Mike Muscala,29,54.24546914522072,0,18.4,3.4,7.6,0.4164964754582425,1.2083225605358936,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1.0,0.840050355196903,0.5,3.2,3.3105051051160364,1.015250776014374,0.3465687092649264,0.3,0.6126532261365851,1.5,6.226218643649771,2.389439290127857
Dwayne Bacon,25,43.74085887817314,50,25.7,4.1,10.1,0.3978292207122997,0.5640782644915998,2.9,0.285,3.2,7.2,0.449,0.443,2.0,2.4,0.7207107625004137,0.4,2.7,2.357105024829701,1.0870751515810906,0.4253213003101235,0.1,0.608868833850206,1.4,5.666895912089424,2.3550116469516365
Michael Carter-Williams,29,40.8898832684465,25,25.8,3.4,8.7,0.3891200953335482,0.40303789796306,2.0,0.246,2.9,6.7,0.431,0.417,1.6,2.6,0.7581814182146683,1.3,3.2,2.8872989162455696,2.385871946760715,0.9009583447814016,0.5,0.9763505292137052,2.6,5.744589029290004,2.350747247415528
James Ennis,30,65.97164771326923,37,24.0,2.8,5.9,0.4576072609357822,0.8464325211023933,2.5,0.433,1.7,3.4,0.504,0.566,1.7,2.1,0.7954814188032069,1.0,3.0,3.3177519865775738,0.8580235900119833,0.6371586590559309,0.2,0.7360586107245589,2.0,6.769929133674616,2.3346528843084293
Markelle Fultz,22,39.93419161363443,8,26.9,5.1,13.0,0.4348393993456542,0.2770851093306277,2.0,0.25,4.6,11.0,0.42,0.413,2.1,2.4,0.6134848543168985,0.6,2.5,3.388196359981347,4.1043020038290585,1.0670950670801649,0.3,1.5682982719005405,2.3,9.563877853644378,3.7095675555192287
Frank Mason III,26,29.262141005252765,1,19.8,2.3,6.0,0.4230614485479161,0.5735574912896194,1.3,0.4,1.8,4.8,0.368,0.417,1.3,1.8,0.675974250902125,0.8,2.3,1.8553910045568829,2.762446240638899,0.555901820009326,0.0,1.121793682269115,1.8,6.527234475573684,-0.6724523096795672
Chasson Randle,27,24.23690532313903,5,20.4,2.2,5.8,0.2429149564792189,0.4665237175171535,3.2,0.338,1.2,2.6,0.449,0.481,0.9,1.2,0.8156761634358529,0.2,1.8,0.9625887427533713,1.7188386980638128,0.5427322950189704,0.1,0.4869313367777094,1.6,3.864360671758939,1.6901859660766156
Terrence Ross,29,62.23983355843874,2,29.3,5.5,13.4,0.4103211296605653,2.320572896373488,5.7,0.337,3.6,7.7,0.469,0.485,2.6,3.0,0.835662151948406,0.3,3.1,3.2540882222411365,1.467013070660046,1.0317837245195782,0.5,1.0823443287197068,1.9,13.389346821575968,5.068013291780419
Seth Curry,30,68.85789950340596,57,28.7,4.5,9.7,0.478321292912753,1.954780611609069,4.9,0.45,2.3,4.8,0.485,0.582,1.2,1.4,0.8381922327978812,0.2,2.2,2.133597322287768,1.7518633865158744,0.6864823397085287,0.1,1.0041380109888218,1.7,10.961606183649502,3.645753721651973
Joel Embiid,26,58.32822936499716,51,31.1,9.0,17.6,0.4808346553711996,1.109990042250463,3.0,0.377,7.9,14.6,0.541,0.545,9.2,10.7,0.7968118795816895,2.2,8.4,12.137454181865728,3.286993155160972,0.7594294380503344,1.4,3.3811411238993307,2.4,24.51074810281974,9.366223737017007
Terrance Ferguson,22,63.34536956772535,0,3.8,0.1,0.5,0.3944696982667073,1.0223044977215583,0.4,0.0,0.1,0.2,0.5,0.143,0.0,0.0,0.7776501087995692,0.0,0.1,1.3840583489925251,0.7893995648017234,0.475881904510252,0.0,0.5035276180410083,0.5,4.730299368288343,-6.251724035483827
Danny Green,33,72.57533843862026,69,28.0,3.2,7.9,0.4257187398006763,2.014638868691728,6.3,0.405,0.7,1.6,0.438,0.573,0.4,0.6,0.7597211080892184,0.8,3.0,3.61111125065072,1.4746786996898764,1.0670950670801649,0.8,0.948236190979496,1.8,8.929195740963337,4.5785985029212295
Tobias Harris,28,77.34026141320092,62,32.5,7.6,14.9,0.4743042119880437,1.9487074589058575,3.4,0.394,6.3,11.5,0.546,0.556,2.9,3.3,0.831140549870981,1.0,5.8,6.89378080234974,2.868623242137488,0.7145440061385556,0.8,1.5452550560261629,1.9,19.49417155305885,6.634394144148962
Dwight Howard,35,51.429288814643215,6,17.3,2.6,4.4,0.650879887843215,0.0,0.3,0.25,2.5,4.1,0.611,0.596,1.8,3.0,0.5591681812600385,2.8,5.7,9.202195582530898,0.7423841597178549,0.5846687419403394,0.9,1.742302163297736,2.9,11.50247798979824,-1.4824216146141715
Furkan Korkmaz,23,49.82555155829559,11,19.3,3.1,7.7,0.3850375011726996,1.2730290947619245,4.9,0.375,1.3,2.8,0.445,0.52,1.1,1.5,0.7149869832774757,0.3,1.7,1.9041204299135703,0.9070552360820168,0.4794095225512603,0.2,0.5288489183511319,1.2,6.457990660232234,0.8827874750321758
Mike Scott,32,73.68134279060303,12,16.7,1.5,4.1,0.4431892201463034,1.152687131112177,3.0,0.342,0.5,1.1,0.411,0.486,0.2,0.2,0.7248699017623147,0.2,2.1,3.483607358473775,0.8723542864692437,0.2999999999999999,0.3,0.5904739223114287,1.4,6.61572536981232,-1.5856579907546706
Ben Simmons,24,70.29213322038589,58,32.4,5.6,10.1,0.5657602831627523,0.0,0.2,0.3,5.6,9.9,0.562,0.56,3.0,4.9,0.5991252528258094,1.6,5.6,8.213435663871353,7.945911777758862,1.7647706538595318,0.6,3.475881904510252,2.9,16.425832115762564,3.8017133277778328
Anthony Tolliver,35,64.19915669156059,0,9.0,0.4,1.5,0.3926975747923149,1.2592687102538516,1.3,0.286,0.0,0.3,0.0,0.353,0.5,0.5,0.7519884822335804,0.3,0.6,2.8245747341497465,0.8291318723428421,0.325637141554113,0.2,0.620320480328835,0.6,5.371722972995427,-5.122278231830438
Devin Booker,24,64.09461645722767,67,33.9,9.3,19.2,0.4677488952679973,2.202934806168446,5.5,0.34,7.4,13.7,0.543,0.533,5.1,5.9,0.8910342678468914,0.5,3.7,4.238246148729032,6.16819869440517,0.8164524664599176,0.2,3.854088222241137,2.7,26.189992376674287,7.574817285099622
Jae Crowder,30,73.73393498449381,42,27.5,3.3,8.2,0.4031530972183864,1.9530309550007448,6.3,0.389,0.9,1.9,0.455,0.555,1.0,1.3,0.7780054861997028,0.5,4.2,4.960932854985513,1.918827623458383,0.9302477908632948,0.5,1.05056504241806,2.1,10.786172278696256,4.330938535472285
Langston Galloway,29,68.84569164444969,0,11.0,1.7,3.7,0.4035335941486622,1.7288489183511315,2.1,0.424,0.8,1.6,0.484,0.571,0.6,0.6,0.8408600077745045,0.2,0.9,2.0629570560913426,1.2429769715904169,0.6076656290298302,0.0,0.4253213003101235,0.6,8.663103467856327,-0.5164336413807984
Frank Kaminsky,27,51.37588921511605,13,15.2,2.6,5.5,0.4493692578533803,1.148236190979496,1.8,0.365,1.9,3.7,0.523,0.531,0.8,1.3,0.7276477781867214,0.8,3.2,3.94185576319016,1.6229968870894909,0.390009957749537,0.4,0.875881904510252,1.5,9.662463821714148,-0.7421277817117744
E'Twaun Moore,31,61.24746069512813,1,14.4,2.0,4.5,0.4645363140587092,1.3229148906693724,1.3,0.314,1.6,3.2,0.512,0.5,0.4,0.5,0.7183400981610131,0.5,1.1,2.478816710678698,1.7876035481087855,0.7646886574394135,0.2,0.9570230284095832,1.2,10.540852969217005,-1.4247147855332205
Abdel Nader,27,55.3582215801303,0,14.8,2.4,4.8,0.4208154519704379,0.6670950670801646,1.8,0.419,1.6,3.0,0.534,0.569,1.2,1.5,0.7210190135735128,0.3,2.3,1.761753851270967,0.5153312580596605,0.3417737667700412,0.4,0.6394493535494085,1.4,4.719615680813468,-0.35161434532084357
Chris Paul,35,63.01285201240494,70,31.4,6.3,12.6,0.4581300558898254,2.0217116858489965,3.7,0.395,4.8,8.9,0.543,0.557,2.4,2.6,0.8945455094756748,0.4,4.1,4.960039830998148,7.501039211980138,1.7605506464505911,0.3,2.3782063177308848,2.4,17.159018200093264,8.607442837926124
Cameron Payne,26,23.979404129714545,1,18.0,3.2,6.6,0.4463437372161715,1.2936943750968768,2.8,0.44,2.0,3.8,0.515,0.576,0.8,0.9,0.8144669815612711,0.3,2.1,2.9050393417123583,3.1120540659865337,0.8633040049892146,0.3,1.2920433823282953,1.6,8.552277665881933,1.2859129965420504
Dario Šarić,26,74.01039211980138,4,17.4,3.1,6.8,0.458085824307507,1.5138830972949335,2.7,0.348,2.1,4.1,0.512,0.516,1.7,2.0,0.8495582554173795,0.9,2.9,6.142049114462945,1.9597648452836105,0.6076956588000167,0.1,1.4202854619640155,1.9,11.605234321999207,0.8017931141026367
Carmelo Anthony,36,46.45171298264835,3,24.5,4.7,11.3,0.4152022607376128,1.873475494869501,4.7,0.409,2.8,6.6,0.429,0.506,2.0,2.2,0.7705916210014528,0.5,2.6,5.872436282889362,1.1106824316183952,0.6153312580596605,0.6,1.2965543783791105,2.1,14.910782009113769,2.495984899265336
Robert Covington,30,60.473961339900974,70,32.0,2.9,7.3,0.4221078241715065,2.404243890837774,5.1,0.379,1.0,2.2,0.451,0.533,0.7,0.9,0.7959958114255122,0.9,5.8,5.952201292020747,1.4839809240220558,1.8281762439388605,1.2,1.45056906765079,2.8,12.768655793073426,5.903444006444795
Rondae Hollis-Jefferson,26,61.58836626177772,1,9.7,0.8,1.6,0.4507762983107709,0.1582262332299588,0.1,0.0,0.8,1.5,0.529,0.5,0.8,1.5,0.7166675289756761,1.0,1.4,5.411128831725972,1.9006103929478135,0.8141280532392849,0.4,1.2611610393984052,1.4,9.312203205856614,-2.626264546323659
Derrick Jones,23,49.935024136400415,43,22.7,2.5,5.2,0.4856583504652486,0.4549486230069485,2.3,0.316,1.8,2.9,0.619,0.554,1.0,1.6,0.6889883581246438,1.3,2.2,3.449334418396277,0.7678680715176345,0.7388389606015948,0.9,0.529627322696825,2.2,6.671529920156599,0.8187411284404558
Enes Kanter,28,64.20508481028622,35,24.4,4.7,7.8,0.5697384719674253,0.0565075117785583,0.1,0.25,4.7,7.7,0.607,0.605,1.8,2.3,0.7708533905334763,3.9,7.1,9.103137197242056,1.3690198986013205,0.4475356228934747,0.7,1.429983006648059,2.3,11.454086982740549,4.500386295593099
T.J. Leaf,23,44.26196519450024,0,5.0,0.7,1.4,0.4731533376977261,0.190009957749537,0.0,0.0,0.7,1.4,0.5,0.5,0.3,0.3,0.5427900796111976,0.0,0.7,2.156494631881888,0.309990042250463,0.2594294380503344,0.1,0.2417737667700411,0.1,3.28285514417215,-4.4433882080797575
Damian Lillard,30,72.46340596791188,67,35.8,9.0,19.9,0.4507311109118204,3.4836295299602007,10.5,0.391,4.9,9.4,0.519,0.554,6.7,7.2,0.90293901979478,0.5,3.7,4.450560604200128,7.287157148001208,1.1,0.3,2.80766562902983,1.5,27.81979725472896,12.90388921122286
CJ McCollum,29,72.65299050387226,47,34.0,8.6,18.8,0.451799203380037,2.5429769715904165,8.9,0.402,5.0,9.9,0.509,0.554,2.3,2.8,0.8002700732324506,0.6,3.3,4.083547533540082,3.6813051167395687,0.8482361909794959,0.4,1.7217936822691151,1.9,21.59775758319949,7.993748512945752
Jusuf Nurkić,26,46.953055951456,37,23.8,4.6,9.0,0.5018458674552022,0.1253213003101235,0.8,0.4,4.3,8.2,0.525,0.532,1.9,3.1,0.7857154798998071,2.3,6.6,10.020572896373489,3.1965367973038585,1.1188588761006688,1.1,2.341773766770041,2.8,16.1219400940341,2.5982677583435603
Harrison Barnes,28,74.91131166149795,58,36.2,5.5,11.1,0.4421061920084659,1.7248898555625165,4.4,0.391,3.8,6.7,0.567,0.575,3.4,4.1,0.8182990026966692,1.1,5.5,5.11189865101286,1.9192083244281573,0.6217051785619523,0.2,1.30336168441489,1.3,16.23095599717487,6.465749102966994
De'Aaron Fox,23,66.53842232980782,58,35.1,9.1,19.1,0.456095904764125,0.9794095225512603,5.5,0.322,7.3,13.6,0.539,0.523,5.2,7.2,0.716845047491001,0.6,2.9,3.558819045102521,6.391706396947104,1.4135176602914714,0.5,2.828848918351132,2.9,17.512671694345933,7.1886538912811115
Buddy Hield,28,77.34026141320092,71,34.3,5.7,14.0,0.4429914361779182,3.277677921203189,10.2,0.391,1.7,3.8,0.446,0.548,1.2,1.5,0.8671198646979061,0.4,4.3,4.54348778704286,2.5641602609117182,0.8800199154990741,0.4,1.96063264287071,2.5,18.33689062318753,6.731531810988306
Richaun Holmes,27,53.83283963204474,61,29.2,6.0,9.4,0.6131328208729375,0.0241180954897479,0.2,0.182,6.0,9.2,0.645,0.638,2.2,2.8,0.7379283802160999,2.4,5.9,6.047953783712157,1.0382461487290326,0.6770851093306277,1.6,0.8606326428707101,3.5,9.502716814245977,4.502141568759834
Glenn Robinson III,27,47.47772209796668,2,16.0,1.8,4.3,0.4481268115497701,0.7905115703211234,1.9,0.364,1.1,2.4,0.473,0.505,0.9,1.0,0.8335730183322023,0.5,1.5,2.709954055413497,0.9628591608013404,0.5946985289549468,0.1,0.5458096933716632,1.0,7.319694739171738,-0.6206699275920062
Hassan Whiteside,31,65.5700544733433,4,15.2,3.5,6.2,0.5844102737831987,0.0417737667700411,0.0,0.0,3.5,6.2,0.565,0.563,1.1,2.2,0.6092637897889572,1.7,4.3,12.243140964430651,1.0153312580596607,0.5405705619496656,1.3,1.6053412158091975,2.0,14.046768159967032,-2.7308267644750455
DeMar DeRozan,31,73.96390385538874,61,33.7,7.5,15.1,0.4958573595125835,0.3411809548974792,1.2,0.257,7.1,13.9,0.515,0.505,6.3,7.2,0.8350601602410187,0.7,3.6,5.284651160865088,5.708176444482272,1.0582262332299586,0.2,2.419980084500926,2.1,22.010089619745838,7.5402161997996
Rudy Gay,34,65.27035320582941,1,21.6,4.2,10.0,0.4718122437617592,0.9794095225512603,4.4,0.381,2.5,5.6,0.451,0.505,1.3,1.6,0.8329587240527381,0.7,4.1,5.805159641893709,1.9105008577029063,0.6746786996898764,0.6,1.4605506464505913,1.8,11.957962662894351,2.5440001083730817
Trey Lyles,25,65.75289092637689,9,15.6,1.9,3.9,0.4473028644031274,0.955901820009326,1.7,0.35,1.3,2.2,0.58,0.556,0.7,1.0,0.7145502660086942,0.4,3.3,4.834882523528262,1.2264425087103803,0.4341081377402109,0.0,0.8187768796805502,0.6,7.960404234685606,-0.9488993855999013
Patty Mills,32,75.3161973167934,1,24.8,3.7,9.0,0.4241298926376377,2.0670950670801647,6.3,0.375,1.3,2.7,0.5,0.544,1.0,1.1,0.8676953663887143,0.3,1.4,1.8770031129105087,2.45047860778001,0.7076656290298302,0.0,1.0229148906693724,1.2,10.634272130580449,3.5009756895356787
Dejounte Murray,24,64.36315392390222,67,31.9,6.6,14.5,0.4480428442275381,0.3329869293399538,3.0,0.317,5.6,11.6,0.488,0.485,1.6,2.0,0.7440080238312593,0.9,6.2,4.632341374241636,3.015395673404527,1.1676878789527263,0.1,1.614720865111847,2.0,8.136114981543,6.910616877068771
Jakob Poeltl,25,73.61079042978287,51,26.7,3.8,6.2,0.639604042346856,0.0,0.0,0.0,3.8,6.2,0.616,0.616,0.9,1.8,0.5193058768451182,3.2,4.8,5.346504589631425,1.3300521231715074,0.5076656290298304,1.8,0.780019915499074,2.5,5.879427103626512,2.51660768863357
Derrick White,26,55.35868992282645,32,29.6,5.2,12.6,0.4716745947076762,0.8606326428707101,6.8,0.346,2.8,5.8,0.486,0.503,2.7,3.2,0.7884717223311147,0.4,2.6,3.0023068321453805,2.912889686268406,0.6399601690018517,1.0,1.1170452783324796,2.5,8.868920336967467,5.1359027920770455
OG Anunoby,23,69.52374201968318,43,33.3,5.8,12.1,0.479063615908576,1.1253213003101232,6.1,0.398,3.4,6.0,0.562,0.58,1.9,2.4,0.6447938942976303,1.3,4.3,3.806098020521997,1.0759639009303708,0.9924163673902884,0.7,0.8770851093306278,2.7,8.238556553334256,6.3769951366214865
Aron Baynes,34,54.47578963762067,31,18.5,2.5,5.7,0.4747596390093037,0.7212652857414201,1.9,0.262,2.0,3.8,0.532,0.485,0.5,0.8,0.786007417353505,1.6,3.5,5.244790569358606,1.308868833850206,0.2241180954897479,0.4,1.0153312580596607,2.2,8.161124621391421,-0.08469130101991951
DeAndre' Bembry,26,52.2020974854251,12,19.1,2.3,4.5,0.4424595861202848,0.4264425087103805,1.0,0.264,2.0,3.4,0.589,0.544,0.9,1.3,0.583626127451921,0.6,2.2,3.638146571233663,2.1046488264412653,1.1794095225512602,0.4,1.5987967951796245,1.7,6.542103008306995,0.21654025567153923
Chris Boucher,28,35.69119491958206,14,24.2,4.8,9.3,0.349635554853337,0.3870751515810906,3.9,0.383,3.3,5.4,0.609,0.595,2.5,3.2,0.0,2.0,4.8,2.8031632143535505,0.2012032048203756,0.2353113425605865,1.9,0.3111932470708385,2.8,3.8826371522496776,3.716934810033404
Henry Ellenson,24,17.734110795246337,0,19.0,2.5,7.0,0.2898212855601408,0.4311540473990808,4.5,0.222,1.5,2.5,0.6,0.429,1.5,2.0,0.0,1.5,4.5,2.2069355228652463,0.4967499294969469,0.1461893252968184,0.0,0.2731795147075778,3.5,3.178307151082735,0.0616381599121123
Stanley Johnson,24,49.59629848897555,13,16.5,1.5,3.8,0.3790817426223975,0.6951806734314532,2.2,0.328,0.7,1.6,0.458,0.479,0.7,0.9,0.6936172686281442,0.5,2.0,2.6259401413308625,1.1913921107701193,0.7343755896475804,0.3,0.9190378243008758,1.9,5.454306214163608,-0.42176567285883415
Kyle Lowry,34,65.21118873976435,46,34.8,5.7,13.0,0.4169475836168617,2.7359217355084,7.2,0.396,2.8,5.8,0.487,0.546,3.0,3.5,0.8470672599454505,0.8,4.6,5.076492297458065,7.764589079944043,1.3276457135307562,0.3,2.804730822861384,3.1,16.854597781837096,9.44008214102674
Patrick McCaw,25,39.09496807873271,0,6.6,0.2,0.2,0.4083407308262246,0.4253213003101235,0.0,0.0,0.2,0.2,1.0,1.0,0.6,0.6,0.770344507744693,0.2,0.4,1.853589317856368,1.5453985323031725,0.9217928722680327,0.0,0.6911996315000732,1.2,3.771952529576597,3.101998092494629
Pascal Siakam,26,71.88642760088923,56,35.8,7.8,17.2,0.4990087647499638,1.3565766283020066,4.4,0.297,6.5,12.8,0.509,0.493,4.4,5.4,0.7483704870707163,1.7,5.5,6.488260775326213,3.001796016692938,0.9176556712802932,0.7,1.88534355023302,3.1,17.091088839186668,7.517393623187486
Fred VanVleet,26,62.71679478176563,52,36.5,6.5,16.7,0.4151121082814608,2.0794915189713787,9.2,0.366,3.2,7.6,0.416,0.489,3.3,3.7,0.8424356978346297,0.6,3.6,3.0530490102609984,5.166038274024774,1.3177376677004118,0.7,1.603609614461127,2.3,13.178234315068767,10.51152850355169
Jordan Clarkson,28,90.5699377521522,1,26.7,6.7,15.8,0.4542380688402443,1.7772510103334456,8.8,0.347,3.7,7.0,0.523,0.522,1.9,2.1,0.8280439898185424,0.7,3.3,2.7570577115174006,2.221534630351261,0.6630138314444044,0.1,1.4378995418252514,1.6,14.48421414712923,6.234605067608099
