AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,VALUE,POS_C,POS_PF,POS_PG,POS_SF,POS_SG
27,73.71428571428571,61.285714285714285,26.5,3.9357142857142855,9.45,0.4193571428571428,1.3071428571428572,3.614285714285714,0.3504285714285714,2.685714285714285,5.778571428571429,0.4635000000000001,0.4873571428571428,1.542857142857143,2.142857142857143,0.7308571428571428,0.5214285714285715,3.142857142857143,3.7285714285714286,2.271428571428572,1.1928571428571428,0.6214285714285713,1.6785714285714286,2.257142857142857,10.757142857142856,2.5834211420885955,0,0,0,1,0
24,70.35714285714286,21.714285714285715,24.092857142857145,4.321428571428571,9.607142857142858,0.4431428571428571,1.6,4.571428571428571,0.3505,2.721428571428571,5.107142857142857,0.5297142857142857,0.5279285714285714,1.7642857142857145,2.2071428571428573,0.8047857142857142,0.3,2.121428571428571,2.442857142857143,1.8928571428571428,0.5857142857142856,0.1714285714285714,1.0642857142857145,1.2142857142857142,11.971428571428572,2.138192116369304,0,0,0,0,1
31,70.78571428571429,70.78571428571429,30.392857142857142,5.264285714285714,8.5,0.6264285714285714,0.0,0.0285714285714285,0.0357142857142857,5.264285714285714,8.471428571428572,0.6295,0.6265714285714286,3.185714285714286,6.05,0.5200714285714286,3.735714285714285,8.549999999999999,12.285714285714286,1.3857142857142857,0.9142857142857144,1.3214285714285714,2.335714285714286,2.857142857142857,13.721428571428572,3.402705416108053,1,0,0,0,0
31,55.71428571428572,8.642857142857142,13.896630727762805,1.9144204851752025,4.525606469002695,0.4127894122226547,0.3761455525606469,1.2359838274932613,0.3156535681429885,1.4874663072776282,3.36900269541779,0.4431981885988278,0.4576185286103543,1.160242587601078,1.539757412398922,0.7803167327244529,1.1451482479784367,2.8761455525606467,4.019137466307278,0.5830188679245284,0.3175202156334231,0.4059299191374663,0.5778975741239892,1.4215633423180591,5.37654986522911,-1.6564161638267652,0,1,0,0,0
25,24.285714285714285,2.4285714285714284,9.87142857142857,0.8928571428571429,2.75,0.3133571428571428,0.2857142857142857,0.8571428571428571,0.3197142857142857,0.6714285714285714,1.8357142857142856,0.2942142857142857,0.369,0.5857142857142856,0.8142857142857143,0.7906428571428571,0.2571428571428571,1.6928571428571428,1.8785714285714283,0.6214285714285713,0.35,0.3142857142857142,0.3857142857142857,0.6714285714285715,2.685714285714286,-2.9268329721495068,0,1,0,0,0
31,72.71428571428571,71.42857142857143,33.535714285714285,6.192857142857143,13.742857142857142,0.4524285714285714,1.042857142857143,3.292857142857143,0.3165,5.15,10.457142857142856,0.4953571428571428,0.4905,4.228571428571429,5.55,0.7640714285714285,1.85,6.228571428571428,8.078571428571427,3.542857142857144,1.4785714285714289,1.1285714285714286,2.3285714285714283,2.7642857142857147,17.714285714285715,6.355563593743899,0,1,0,0,0
25,65.0,2.5,14.964285714285714,2.064285714285714,4.071428571428571,0.5061428571428571,0.5214285714285715,1.2714285714285716,0.3859285714285714,1.6071428571428572,2.8285714285714287,0.5537142857142857,0.5637142857142857,0.6357142857142858,0.8214285714285714,0.7824285714285715,0.9714285714285716,1.9714285714285715,2.971428571428571,1.1142857142857143,0.3428571428571429,0.5642857142857143,0.6928571428571428,1.3357142857142856,5.278571428571429,-0.213060544488498,1,0,0,0,0
32,16.571428571428573,0.6428571428571429,13.137698412698413,1.3330687830687828,5.231481481481481,0.1593383935651977,0.3514550264550264,1.5742063492063492,0.1387760076608339,0.9816137566137566,3.657275132275132,0.1685333949036564,0.1808574260790755,1.7801587301587305,1.865873015873016,0.9472435494021396,0.1027777777777777,0.9903439153439152,1.0931216931216932,0.7985449735449734,0.1743386243386243,0.0,0.287037037037037,0.8357142857142856,4.803439153439153,-3.68450742047092,0,0,0,0,1
23,79.14285714285714,52.57142857142857,27.457142857142856,5.871428571428572,13.314285714285717,0.4407142857142857,1.1714285714285717,3.3714285714285714,0.3356428571428571,4.792857142857144,9.878571428571428,0.478,0.4847857142857143,2.45,2.878571428571429,0.8347142857142857,0.4357142857142856,2.4285714285714284,2.885714285714286,5.6000000000000005,0.8785714285714287,0.1642857142857142,2.914285714285714,1.8214285714285716,15.364285714285714,2.69452670479353,0,0,1,0,0
28,37.85714285714285,0.0,12.492857142857144,1.4499999999999995,4.0285714285714285,0.3505714285714285,0.4285714285714285,1.7642857142857142,0.2317142857142857,1.0214285714285716,2.257142857142857,0.4473571428571428,0.4013571428571428,0.5214285714285715,0.5642857142857143,0.8459285714285715,0.6357142857142856,1.7,2.3285714285714287,0.9428571428571428,0.2428571428571428,0.1857142857142857,0.4714285714285714,0.9357142857142856,3.935714285714286,-2.659765154351269,0,1,0,0,0
32,65.0,30.642857142857142,24.55,2.657142857142857,5.885714285714286,0.4576428571428571,0.6571428571428571,1.8142857142857145,0.3396428571428572,2.0,4.007142857142857,0.5124285714285713,0.5102857142857143,0.8714285714285713,1.2214285714285715,0.7054999999999999,0.8499999999999999,3.571428571428572,4.421428571428572,1.5928571428571427,1.35,0.4928571428571429,0.8857142857142856,1.55,6.835714285714286,2.665814037731121,0,0,0,1,0
