ORB,3P,FG,2P,GS,PF,BLK,3PA,2P%,FTA,FG%,MP,DRB,FT%,3P%,eFG%,FT,AST,G,TOV,AGE,STL,PTS,VALUE
0.2166646615148259,0.8154887701530605,2.5432766571853627,1.7277878870323022,29.459598678849584,1.5281411903913458,0.26511304754923,2.349313570043302,0.4727438876535923,1.5293455164534204,0.4172721124483929,16.23197264272837,2.339452605185929,0.6702586684646442,0.3251345392142283,0.4785391878090964,1.0387416255896225,1.4626748394830722,68.281565289832,1.1663873391203787,27,0.7844838603440413,6.948449339143238,2.297338845288862
0.1658918622597891,1.3853611313082717,3.218958453596039,1.8335973222877675,7.994247692026898,1.468908664848354,0.1241180954897479,4.023096464584862,0.4961077735601411,1.5741678842374331,0.4192761055138025,21.20235831951466,1.5611610393984052,0.843658403748905,0.3494081655121002,0.5104999704552193,1.3182660642281068,1.109397230377901,68.11456817406446,0.7106004351982766,24,0.4176556712802932,9.217426007238709,2.996492224622161
3.51533125805966,0.0,6.997147190251673,6.96303905251146,66.55145015296527,3.215249261639542,2.166502255207603,0.1,0.5932810969471357,9.90956122321814,0.5885455220342396,35.862774226319374,9.886646332548764,0.5344598335791635,0.0975492739370031,0.5892276847890437,5.266502255207603,1.841773766770041,66.55145015296527,3.224118095489748,31,1.1165344628800362,19.260796635710943,4.909921014942212
2.6246396693112266,0.0,3.927321663513101,3.927321663513101,36.1321767194888,2.3541137782605555,0.9662494432410308,0.0,0.4796410148773661,3.2609109424354203,0.4778084393332185,25.635816452347512,5.314593118238783,0.751464366002041,0.0,0.4778084393332185,2.441262882896317,1.0861811307067055,66.0758363260971,1.3289228714058023,31,0.6044955919700638,10.330014347662727,-2.7756825371026177
0.5694194803007973,0.5853611313082717,2.121875678689234,1.494740780610921,18.643594159024587,1.9742498806575517,0.5571050248297018,1.9707222626165437,0.4322434059471871,1.9065444206295727,0.3838400434991029,19.457930897987023,2.8353113425605865,0.774759497170983,0.268278118477577,0.434156404068084,1.4965543783791102,1.307154813577387,49.46686163546914,0.6735574912896194,25,0.490009957749537,6.318001238036019,-5.263913916607811
2.440652558369784,0.38285514417215,6.14942181472462,5.724792903782428,52.72812358695932,3.261243035818524,0.9987967951796244,1.2221229238060694,0.5080254114928663,4.250461026704758,0.4937740142289199,31.83285218969408,5.774661118614626,0.7473171214436208,0.2432869320038682,0.5080649758635996,3.197576009283997,2.4040384334934517,71.75207096217571,1.9422845822224843,31,1.52471090736231,15.837501016135349,6.684164814936969
0.894147968738359,0.1164524664599176,1.618266064228107,1.5018135977681892,1.9294476391798336,1.3494393957998714,0.5,0.467013070660046,0.5165477145120291,0.675881904510252,0.480728722667343,10.756611790452512,1.6053412158091975,0.90113660304487,0.2036960747929185,0.5010251440780522,0.6076656290298302,0.5164524664599176,38.466874194033934,0.5417737667700412,25,0.2482361909794958,3.894758361686173,-0.4648829346165642
0.2293655012959341,1.3111932470708385,3.775074822420615,2.463881575349776,4.429769715904168,1.317558838232015,0.0,3.2404531247808683,0.4533087204360366,1.4832630804857814,0.4350442044115913,21.14710921508688,1.7486323137102344,0.8370230705648747,0.4025831331605024,0.5107137683454157,1.278015674679595,1.7071490460850278,50.7767792120319,1.0428831615874057,32,0.4409666846804042,10.08315443385461,-8.52702791850993
0.2405705619496655,0.5934555793704267,2.9174096820199376,2.3580622403897213,4.458297813387445,1.425239303890005,0.0582262332299588,1.857451847441908,0.4444315980136238,1.7151672652194232,0.4065730543567692,17.147580219618547,1.6440161835705551,0.7508072072553611,0.2939042836051923,0.4443120974957874,1.3228328942492538,3.2833015442797264,66.32658943659479,1.7440161835705548,23,0.5770031129105091,7.709334070889514,6.066739420415599
0.8141280532392849,0.6070552360820166,2.806016024101878,2.1989607880198614,2.7476069610999505,1.2970651938315536,0.1341081377402109,1.760615061795458,0.5270088563540253,1.3206724738688582,0.4745245619838844,15.21379290274619,2.2859539431808336,0.7818809678248598,0.2632025769287543,0.52372119969328,1.0471149825792387,0.7893995648017234,68.64735491709028,0.7429769715904168,28,0.2935375757905453,7.234418542345433,-4.609669469205556
