PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON,VALUE
Jason Collins,C,32,ATL,49,28,12.1,0.7,1.4,0.479,0.0,0.0,1.0,0.7,1.4,0.471,0.486,0.6,0.8,0.659,0.6,1.5,2.1,0.4,0.2,0.2,0.5,2.0,2.0,2010-11,-3.656611193066511
Jamal Crawford,SG,30,ATL,76,0,30.2,4.8,11.5,0.421,1.6,4.6,0.341,3.3,6.9,0.474,0.489,2.9,3.4,0.854,0.3,1.4,1.7,3.2,0.8,0.2,1.9,1.3,14.2,2010-11,2.3608014265232855
Al Horford,C,24,ATL,77,77,35.1,6.7,12.0,0.557,0.0,0.1,0.5,6.6,11.9,0.557,0.558,1.9,2.4,0.798,2.4,7.0,9.3,3.5,0.8,1.0,1.5,2.5,15.3,2010-11,6.710333324144145
Joe Johnson,SG,29,ATL,72,72,35.5,7.1,16.1,0.443,1.2,4.2,0.297,5.9,12.0,0.494,0.481,2.7,3.4,0.802,0.8,3.2,4.0,4.7,0.7,0.1,2.0,1.8,18.2,2010-11,3.536685159063058
Zaza Pachulia,C,26,ATL,79,7,15.7,1.4,2.9,0.461,0.0,0.0,0.0,1.4,2.9,0.461,0.461,1.7,2.3,0.754,1.5,2.7,4.2,0.7,0.4,0.3,0.9,2.3,4.4,2010-11,-1.765478193474122
Josh Powell,PF,28,ATL,54,0,12.1,1.7,3.9,0.452,0.0,0.0,0.0,1.7,3.8,0.454,0.452,0.7,0.8,0.8,0.9,1.6,2.5,0.4,0.1,0.1,1.0,1.4,4.1,2010-11,-3.8183555415355475
Josh Smith,PF,25,ATL,77,77,34.4,6.5,13.5,0.477,0.7,2.0,0.331,5.8,11.5,0.503,0.502,3.0,4.1,0.725,1.7,6.8,8.5,3.3,1.3,1.6,2.6,2.8,16.5,2010-11,7.459365091930905
Pape Sy,SF,22,ATL,3,0,7.0,0.7,2.0,0.333,0.0,0.3,0.0,0.7,1.7,0.4,0.333,1.0,1.0,1.0,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.3,2.3,2010-11,-4.589681459075189
Jeff Teague,PG,22,ATL,70,7,13.8,1.9,4.3,0.438,0.3,0.7,0.375,1.6,3.7,0.449,0.467,1.1,1.4,0.794,0.2,1.3,1.5,2.0,0.6,0.4,0.9,1.2,5.2,2010-11,-0.8648750424109612
Etan Thomas,C,32,ATL,13,0,6.3,0.8,1.6,0.476,0.0,0.0,0.0,0.8,1.6,0.476,0.476,0.9,1.2,0.8,0.5,1.3,1.8,0.2,0.1,0.3,0.4,0.8,2.5,2010-11,-2.9929507026197637
