FGA,3P,BLK,GS,2P,FTA,FG,ORB,TOV,2PA,FG%,3PA,TRB,AST,PF,MP,2P%,DRB,FT,eFG%,3P%,FT%,G,AGE,STL,PTS,VALUE
5.904677149052998,0.8154887701530605,0.26511304754923,29.459598678849584,1.7277878870323022,1.5293455164534204,2.5432766571853627,0.2166646615148259,1.1663873391203787,3.555363579009697,0.4172721124483929,2.349313570043302,2.556117266700756,1.4626748394830722,1.5281411903913458,16.23197264272837,0.4727438876535923,2.339452605185929,1.0387416255896225,0.4785391878090964,0.3251345392142283,0.6702586684646442,68.281565289832,27,0.7844838603440413,6.948449339143238,2.274383478963516
7.784439077898755,1.3853611313082717,0.1241180954897479,7.994247692026898,1.8335973222877675,1.5741678842374331,3.218958453596039,0.1658918622597891,0.7106004351982766,3.7854607088036416,0.4192761055138025,4.023096464584862,1.7370429439086572,1.109397230377901,1.468908664848354,21.20235831951466,0.4961077735601411,1.5611610393984052,1.3182660642281068,0.5104999704552193,0.3494081655121002,0.843658403748905,68.11456817406446,24,0.4176556712802932,9.217426007238709,3.720828590446896
11.911950051783636,0.0,2.166502255207603,66.55145015296527,6.96303905251146,9.90956122321814,6.997147190251673,3.51533125805966,3.224118095489748,11.811950051783636,0.5885455220342396,0.1,13.401977590608428,1.841773766770041,3.215249261639542,35.862774226319374,0.5932810969471357,9.886646332548764,5.266502255207603,0.5892276847890437,0.0975492739370031,0.5344598335791635,66.55145015296527,31,1.1165344628800362,19.260796635710943,4.160297400335626
8.22921718928013,0.0,0.9662494432410308,36.1321767194888,3.927321663513101,3.2609109424354203,3.927321663513101,2.6246396693112266,1.3289228714058023,8.213837534185217,0.4778084393332185,0.0,7.9238531324551,1.0861811307067055,2.3541137782605555,25.635816452347512,0.4796410148773661,5.314593118238783,2.441262882896317,0.4778084393332185,0.0,0.751464366002041,66.0758363260971,31,0.6044955919700638,10.330014347662727,-1.9367054317813035
5.453148587756369,0.5853611313082717,0.5571050248297018,18.643594159024587,1.494740780610921,1.9065444206295727,2.121875678689234,0.5694194803007973,0.6735574912896194,3.506544420629573,0.3838400434991029,1.9707222626165437,3.3806127273716355,1.307154813577387,1.9742498806575517,19.457930897987023,0.4322434059471871,2.8353113425605865,1.4965543783791102,0.434156404068084,0.268278118477577,0.774759497170983,49.46686163546914,25,0.490009957749537,6.318001238036019,-5.746649149970142
12.546980242933364,0.38285514417215,0.9987967951796244,52.72812358695932,5.724792903782428,4.250461026704758,6.14942181472462,2.440652558369784,1.9422845822224843,11.358965456867509,0.4937740142289199,1.2221229238060694,8.21531367698441,2.4040384334934517,3.261243035818524,31.83285218969408,0.5080254114928663,5.774661118614626,3.197576009283997,0.5080649758635996,0.2432869320038682,0.7473171214436208,71.75207096217571,31,1.52471090736231,15.837501016135349,5.737406525358441
3.314820442607217,0.1164524664599176,0.5,1.9294476391798336,1.5018135977681892,0.675881904510252,1.618266064228107,0.894147968738359,0.5417737667700412,2.881915509687382,0.480728722667343,0.467013070660046,2.4918235555177257,0.5164524664599176,1.3494393957998714,10.756611790452512,0.5165477145120291,1.6053412158091975,0.6076656290298302,0.5010251440780522,0.2036960747929185,0.90113660304487,38.466874194033934,25,0.2482361909794958,3.894758361686173,0.5430236689883681
8.668110651894517,1.3111932470708385,0.0,4.429769715904168,2.463881575349776,1.4832630804857814,3.775074822420615,0.2293655012959341,1.0428831615874057,5.385883760343607,0.4350442044115913,3.2404531247808683,1.9779978150061683,1.7071490460850278,1.317558838232015,21.14710921508688,0.4533087204360366,1.7486323137102344,1.278015674679595,0.5107137683454157,0.4025831331605024,0.8370230705648747,50.7767792120319,32,0.4409666846804042,10.08315443385461,-9.17869265015588
7.004156847920553,0.5934555793704267,0.0582262332299588,4.458297813387445,2.3580622403897213,1.7151672652194232,2.9174096820199376,0.2405705619496655,1.7440161835705548,5.188478767248687,0.4065730543567692,1.857451847441908,1.894576787770684,3.2833015442797264,1.425239303890005,17.147580219618547,0.4444315980136238,1.6440161835705551,1.3228328942492538,0.4443120974957874,0.2939042836051923,0.7508072072553611,66.32658943659479,23,0.5770031129105091,7.709334070889514,4.237425175321572
5.897903994964471,0.6070552360820166,0.1341081377402109,2.7476069610999505,2.1989607880198614,1.3206724738688582,2.806016024101878,0.8141280532392849,0.7429769715904168,4.137288933169013,0.4745245619838844,1.760615061795458,3.1000819964201183,0.7893995648017234,1.2970651938315536,15.21379290274619,0.5270088563540253,2.2859539431808336,1.0471149825792387,0.52372119969328,0.2632025769287543,0.7818809678248598,68.64735491709028,28,0.2935375757905453,7.234418542345433,-5.14123336312505
4.758062240389721,0.6858719467607151,0.4141280532392849,58.12778436653924,1.3458297813387443,1.0582262332299586,2.031701728099459,0.6987967951796245,0.990009957749537,2.809315233957782,0.4281310642233439,1.948747006431939,3.61465644976698,1.405259219389079,1.7635674490391562,24.872572278391715,0.4671881329768753,2.915859654587355,0.8517638090205041,0.5048748513368168,0.3658227149270573,0.7937865596928847,58.12778436653924,32,1.108786837430087,5.601039211980138,2.720234312630778
3.527926864941616,0.2176556712802932,0.1559018200093261,0.7235428646924377,1.1518633865158745,0.9788987070988172,1.2936371532859157,0.6953511735587347,0.5888887493492799,2.774959851100736,0.3512118794242096,0.7529670138408798,2.578998284594188,0.3182660642281069,1.2501317851678038,10.634341199024972,0.3981830122637861,1.8418733442654116,0.6735574912896194,0.384903262713109,0.2486561536394859,0.728086863744045,41.950219320217805,23,0.390009957749537,3.520261235911785,-3.389716545199198
