PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON,VALUE
Elton Brand,C,35,ATL,64.85714285714286,46.92857142857143,26.27857142857143,4.185714285714285,8.328571428571427,0.5058571428571429,0.0,0.0,0.0,4.185714285714285,8.328571428571427,0.5074285714285715,0.5058571428571429,1.292857142857143,1.8142857142857143,0.7093571428571428,2.0857142857142854,4.314285714285715,6.464285714285714,1.4142857142857144,0.8642857142857142,1.45,1.0571428571428572,2.8285714285714283,9.635714285714286,2014-15,-4.121869906662582
DeMarre Carroll,SF,28,ATL,41.357142857142854,26.714285714285715,19.325,2.4357142857142855,5.575000000000001,0.42941778975741235,0.5857142857142856,1.5999999999999999,0.3605714285714286,1.8499999999999999,3.975,0.45474584717607974,0.4753908355795148,0.8392857142857143,1.0214285714285716,0.8278571428571428,1.2285714285714284,1.9464285714285714,3.146428571428572,1.0642857142857143,0.7785714285714286,0.1464285714285714,0.6571428571428571,1.8464285714285715,6.271428571428571,2014-15,5.10638937341077
Al Horford,C,28,ATL,21.142857142857142,21.142857142857142,32.25,6.1000000000000005,10.935714285714287,0.5568571428571428,0.028571428571428574,0.17857142857142858,0.17542857142857143,6.071428571428571,10.75,0.5621428571428572,0.5580714285714287,2.042857142857143,2.8000000000000003,0.7224285714285715,2.407142857142857,5.2,7.607142857142857,2.3214285714285716,0.8857142857142856,1.342857142857143,1.7,1.964285714285714,14.3,2014-15,4.710948587743829
Kyle Korver,SG,33,ATL,65.78571428571429,24.785714285714285,25.521428571428572,3.1,6.892857142857143,0.4486428571428571,1.9785714285714284,4.421428571428572,0.4527857142857143,1.1142857142857143,2.5357142857142856,0.4439285714285714,0.5912142857142857,0.9142857142857144,1.0785714285714287,0.8569285714285714,0.35714285714285715,2.4785714285714286,2.835714285714286,2.0428571428571427,0.7071428571428571,0.2285714285714286,0.9714285714285714,1.8,9.15,2014-15,6.42500913117109
Shelvin Mack,PG,24,ATL,64.21428571428571,3.357142857142857,14.629723502304147,1.8652073732718895,4.4472350230414746,0.4099291955066379,0.3990783410138249,1.2806451612903227,0.3058854314002829,1.437557603686636,3.2094470046082946,0.44446906278434944,0.45016345171905137,0.7271889400921658,0.9013824884792626,0.7434551907719609,0.2207373271889401,1.4645161290322581,1.620967741935484,2.5002304147465435,0.4947004608294931,0.0,0.9347926267281105,1.004147465437788,4.7868663594470044,2014-15,-0.8558633345406492
Paul Millsap,PF,29,ATL,68.14285714285714,61.285714285714285,32.642857142857146,6.5,13.328571428571427,0.4883571428571428,0.35000000000000003,1.157142857142857,0.2555,6.085714285714286,12.200000000000001,0.5025714285714286,0.5015,3.3285714285714287,4.314285714285714,0.7675000000000001,2.564285714285714,6.007142857142857,8.571428571428571,2.4785714285714286,1.6999999999999997,0.9142857142857144,1.9714285714285715,3.3000000000000003,16.614285714285714,2014-15,8.138423510252132
Thabo Sefolosha,SF,30,ATL,50.285714285714285,50.285714285714285,23.485714285714288,1.8571428571428572,4.364285714285715,0.42771428571428566,0.7142857142857143,1.9214285714285713,0.39357142857142857,1.1428571428571428,2.442857142857143,0.4525,0.5152857142857143,0.8857142857142856,1.0357142857142858,0.8358571428571429,0.6142857142857144,2.6785714285714284,3.292857142857143,1.2642857142857142,1.0357142857142858,0.38571428571428573,0.9785714285714285,1.7857142857142858,5.314285714285714,2014-15,0.4025973324462598
Jeff Teague,PG,26,ATL,70.07142857142857,65.21428571428571,31.200000000000006,4.8357142857142845,10.557142857142859,0.45942857142857146,0.7785714285714286,2.314285714285714,0.3295,4.0928571428571425,8.214285714285715,0.49485714285714294,0.4952857142857143,2.5357142857142856,3.221428571428571,0.788142857142857,0.31428571428571433,2.042857142857143,2.35,5.185714285714285,1.3785714285714286,0.45714285714285713,2.164285714285714,2.0714285714285716,13.042857142857143,2014-15,8.042051666195674
Alan Anderson,SG,32,BRK,37.857142857142854,15.285714285714286,25.55,3.0285714285714285,7.8500000000000005,0.39042857142857146,1.3214285714285714,3.542857142857143,0.3732857142857143,1.7142857142857142,4.307142857142857,0.4092142857142857,0.47542857142857137,1.5714285714285714,1.8785714285714286,0.8324285714285714,0.5,1.5785714285714287,2.0785714285714287,1.3642857142857143,0.4142857142857142,0.16428571428571428,1.2785714285714285,2.0357142857142856,8.992857142857142,2014-15,0.6996401929053973
Earl Clark,PF,27,BRK,48.0,5.5,12.569047619047621,1.3000000000000003,3.578571428571429,0.36957142857142855,0.21904761904761907,0.6595238095238096,0.12450469238790407,1.080952380952381,2.9476190476190474,0.3751869881710646,0.3928174603174603,0.4714285714285714,0.6071428571428571,0.7074761904761905,0.6476190476190476,1.9976190476190478,2.638095238095238,0.3904761904761905,0.29999999999999993,0.6,0.5928571428571429,1.430952380952381,3.290476190476191,2014-15,-6.502566018604396
Jarrett Jack,PG,31,BRK,57.642857142857146,37.0,31.87142857142857,5.1000000000000005,11.428571428571429,0.4446428571428571,0.8785714285714287,2.435714285714286,0.35057142857142853,4.2214285714285715,8.992857142857144,0.4706428571428572,0.4837142857142857,2.5,2.8714285714285714,0.8604285714285714,0.43571428571428567,3.064285714285714,3.5,5.578571428571428,0.7000000000000001,0.22142857142857145,2.1714285714285713,1.9642857142857142,13.557142857142859,2014-15,3.536235319312654
