PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON,VALUE
DeAndre' Bembry,SG,25,ATL,52.92857142857143,7.071428571428571,21.657142857142862,2.657142857142857,5.8999999999999995,0.4501428571428571,0.39285714285714285,1.6500000000000001,0.2572857142857143,2.235714285714286,4.257142857142857,0.5267857142857143,0.4861428571428571,0.75,1.2857142857142858,0.5724285714285714,0.7357142857142858,2.9714285714285715,3.7071428571428577,2.0714285714285716,1.2642857142857145,0.43571428571428567,1.5142857142857142,2.05,6.5,2019-20,-0.6608125062884738
Vince Carter,PF,43,ATL,64.42857142857143,2.9285714285714284,15.650000000000002,2.042857142857143,5.3999999999999995,0.3747857142857143,1.1714285714285713,3.585714285714286,0.3299285714285714,0.8714285714285713,1.807142857142857,0.4615714285714286,0.4837142857142857,0.4642857142857143,0.6214285714285713,0.7672857142857143,0.32857142857142857,1.9142857142857144,2.278571428571429,0.9142857142857144,0.47857142857142854,0.39999999999999997,0.5999999999999999,1.6285714285714283,5.714285714285714,2019-20,-0.6712525044638206
John Collins,PF,22,ATL,49.07142857142857,45.07142857142857,31.635714285714283,8.0,13.928571428571429,0.5759285714285715,1.1714285714285713,3.1,0.3815,6.828571428571428,10.821428571428571,0.6294285714285716,0.6179285714285714,2.9357142857142855,3.8142857142857145,0.7833571428571429,3.0,6.814285714285715,9.814285714285713,1.6285714285714286,0.6714285714285715,1.2785714285714285,1.8285714285714287,3.3357142857142854,20.207142857142856,2019-20,5.281473793926485
Damian Jones,C,24,ATL,43.285714285714285,23.642857142857142,15.657142857142858,2.092857142857143,3.0500000000000003,0.6774285714285714,0.0,0.1285714285714286,0.1427142857142857,2.092857142857143,2.985714285714286,0.6928571428571428,0.6806428571428571,1.0071428571428573,1.4142857142857144,0.7027142857142856,1.2285714285714289,2.1,3.328571428571429,0.7357142857142857,0.4714285714285714,0.75,0.5428571428571428,2.542857142857143,5.264285714285714,2019-20,-1.0263604028686966
Chandler Parsons,PF,31,ATL,12.928571428571429,1.4285714285714286,13.971428571428573,1.6285714285714286,4.864285714285714,0.31857142857142856,0.9571428571428571,3.1285714285714286,0.3022142857142857,0.7000000000000001,1.7357142857142858,0.3232857142857143,0.4202857142857143,0.2928571428571428,0.34285714285714286,0.29642857142857143,0.21428571428571427,1.6642857142857141,1.8785714285714283,1.007142857142857,0.7785714285714286,0.20714285714285716,0.8285714285714285,1.007142857142857,4.507142857142857,2019-20,-4.585076169847805
Evan Turner,SG,31,ATL,38.714285714285715,3.4285714285714284,16.607142857142858,1.8714285714285717,4.514285714285714,0.40314285714285714,0.09285714285714286,0.5142857142857142,0.08328571428571428,1.7714285714285718,4.064285714285715,0.4348571428571429,0.40950000000000003,0.7571428571428571,0.9785714285714285,0.8139285714285714,0.42857142857142855,2.3642857142857143,2.792857142857143,2.557142857142857,0.5071428571428571,0.3428571428571429,1.45,1.2857142857142858,4.6499999999999995,2019-20,-1.8569923935879555
Tyrone Wallace,SG,25,ATL,28.857142857142858,1.3571428571428572,12.242857142857144,1.3357142857142856,3.5785714285714287,0.3573571428571429,0.1142857142857143,0.8857142857142858,0.1212142857142857,1.2142857142857142,2.7571428571428576,0.4493571428571429,0.36914285714285716,0.7999999999999999,1.2142857142857142,0.6220714285714285,0.2642857142857143,1.4714285714285715,1.7357142857142858,0.95,0.4714285714285714,0.12142857142857144,0.7285714285714285,1.4714285714285715,3.557142857142857,2019-20,-3.290266203930272
Jarrett Allen,C,21,BRK,73.0,66.21428571428571,25.95,4.2,6.664285714285714,0.6278571428571428,0.03571428571428571,0.25,0.061785714285714284,4.164285714285714,6.478571428571429,0.6455000000000001,0.6297857142857143,2.371428571428571,3.65,0.6649285714285715,2.8214285714285716,6.135714285714286,8.957142857142857,1.4785714285714284,0.557142857142857,1.35,1.1571428571428573,2.2785714285714285,10.835714285714285,2019-20,0.8856642946774178
Justin Anderson,SG,26,BRK,22.857142857142858,1.7857142857142858,10.599999999999998,1.1785714285714286,3.764285714285714,0.3164285714285714,0.5928571428571427,2.5142857142857147,0.24578571428571427,0.5857142857142856,1.25,0.4665,0.3949285714285714,0.32142857142857145,0.5285714285714286,0.5863571428571428,0.2571428571428572,1.7857142857142858,2.0357142857142856,0.7071428571428572,0.17142857142857143,0.48571428571428565,0.42857142857142855,1.2214285714285715,3.3000000000000003,2019-20,-3.130017463105144
Wilson Chandler,PF,32,BRK,42.357142857142854,16.428571428571427,22.357563025210084,2.251680672268908,5.489495798319328,0.40846818465377416,1.130672268907563,3.3781512605042017,0.33043744955609355,1.2138655462184875,2.17563025210084,0.5613153988868274,0.509744229569557,0.5773109243697478,0.7000000000000001,0.8261932773109244,0.5600840336134453,3.6579831932773104,4.229831932773109,1.319327731092437,0.5021008403361344,0.34621848739495803,0.992436974789916,2.3126050420168065,6.219747899159665,2019-20,-0.3611938304244808
Jamal Crawford,SG,39,BRK,24.642857142857142,0.0,10.735714285714286,2.335714285714286,5.178571428571429,0.4645,1.0214285714285716,2.4785714285714286,0.4399285714285714,1.3142857142857143,2.7285714285714286,0.48492857142857143,0.5718571428571428,0.5214285714285715,0.5857142857142856,0.3059285714285714,0.049999999999999996,0.41428571428571426,0.4571428571428572,3.1214285714285714,0.17857142857142858,0.0642857142857143,0.5142857142857143,1.0642857142857143,6.207142857142857,2019-20,-4.386002881952937
